Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-03-30T00:00:00+02:00,10943,119
Bayern,2020-03-30T00:00:00+02:00,13989,127
Berlin,2020-03-30T00:00:00+02:00,2464,11
Brandenburg,2020-03-30T00:00:00+02:00,761,2
Bremen,2020-03-30T00:00:00+02:00,286,2
Hamburg,2020-03-30T00:00:00+02:00,2053,5
Hessen,2020-03-30T00:00:00+02:00,3091,13
Mecklenburg-Vorpommern,2020-03-30T00:00:00+02:00,356,1
Niedersachsen,2020-03-30T00:00:00+02:00,3732,26
Nordrhein-Westfalen,2020-03-30T00:00:00+02:00,12178,101
Rheinland-Pfalz,2020-03-30T00:00:00+02:00,2584,18
Saarland,2020-03-30T00:00:00+02:00,706,7
Sachsen,2020-03-30T00:00:00+02:00,1795,9
Sachsen-Anhalt,2020-03-30T00:00:00+02:00,592,2
Schleswig-Holstein,2020-03-30T00:00:00+02:00,1049,7
Thüringen,2020-03-30T00:00:00+02:00,719,5
