Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-09-30T00:00:00+02:00,49421,1885
Bayern,2020-09-30T00:00:00+02:00,67996,2664
Berlin,2020-09-30T00:00:00+02:00,14500,228
Brandenburg,2020-09-30T00:00:00+02:00,4258,169
Bremen,2020-09-30T00:00:00+02:00,2435,59
Hamburg,2020-09-30T00:00:00+02:00,7837,270
Hessen,2020-09-30T00:00:00+02:00,18945,551
Mecklenburg-Vorpommern,2020-09-30T00:00:00+02:00,1180,20
Niedersachsen,2020-09-30T00:00:00+02:00,20162,684
Nordrhein-Westfalen,2020-09-30T00:00:00+02:00,69822,1872
Rheinland-Pfalz,2020-09-30T00:00:00+02:00,10698,254
Saarland,2020-09-30T00:00:00+02:00,3297,177
Sachsen,2020-09-30T00:00:00+02:00,7202,234
Sachsen-Anhalt,2020-09-30T00:00:00+02:00,2619,68
Schleswig-Holstein,2020-09-30T00:00:00+02:00,4772,162
Thüringen,2020-09-30T00:00:00+02:00,4075,191
