Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2022-12-16T00:00:00+01:00,4935444,18385
Bayern,09,2022-12-16T00:00:00+01:00,6576210,27328
Berlin,11,2022-12-16T00:00:00+01:00,1384571,5193
Brandenburg,12,2022-12-16T00:00:00+01:00,1079755,6244
Bremen,04,2022-12-16T00:00:00+01:00,292258,902
Hamburg,02,2022-12-16T00:00:00+01:00,787327,3329
Hessen,06,2022-12-16T00:00:00+01:00,2819832,11818
Mecklenburg-Vorpommern,13,2022-12-16T00:00:00+01:00,688524,2623
Niedersachsen,03,2022-12-16T00:00:00+01:00,3679930,12081
Nordrhein-Westfalen,05,2022-12-16T00:00:00+01:00,7660940,29464
Rheinland-Pfalz,07,2022-12-16T00:00:00+01:00,1704436,6595
Saarland,10,2022-12-16T00:00:00+01:00,474524,1994
Sachsen,14,2022-12-16T00:00:00+01:00,1917489,16468
Sachsen-Anhalt,15,2022-12-16T00:00:00+01:00,937827,6088
Schleswig-Holstein,01,2022-12-16T00:00:00+01:00,1138978,3229
Thüringen,16,2022-12-16T00:00:00+01:00,868529,7996
