Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-04-08T00:00:00+02:00,20680,464
Bayern,2020-04-08T00:00:00+02:00,27564,564
Berlin,2020-04-08T00:00:00+02:00,4028,32
Brandenburg,2020-04-08T00:00:00+02:00,1472,22
Bremen,2020-04-08T00:00:00+02:00,424,10
Hamburg,2020-04-08T00:00:00+02:00,3165,23
Hessen,2020-04-08T00:00:00+02:00,4965,84
Mecklenburg-Vorpommern,2020-04-08T00:00:00+02:00,555,11
Niedersachsen,2020-04-08T00:00:00+02:00,6385,121
Nordrhein-Westfalen,2020-04-08T00:00:00+02:00,20929,348
Rheinland-Pfalz,2020-04-08T00:00:00+02:00,4148,45
Saarland,2020-04-08T00:00:00+02:00,1637,23
Sachsen,2020-04-08T00:00:00+02:00,3144,50
Sachsen-Anhalt,2020-04-08T00:00:00+02:00,1020,16
Schleswig-Holstein,2020-04-08T00:00:00+02:00,1827,28
Thüringen,2020-04-08T00:00:00+02:00,1285,20
