Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2023-05-16T00:00:00+02:00,5078636,19733
Bayern,09,2023-05-16T00:00:00+02:00,6764534,29663
Berlin,11,2023-05-16T00:00:00+02:00,1440517,5811
Brandenburg,12,2023-05-16T00:00:00+02:00,1120302,6659
Bremen,04,2023-05-16T00:00:00+02:00,305078,1012
Hamburg,02,2023-05-16T00:00:00+02:00,810904,3737
Hessen,06,2023-05-16T00:00:00+02:00,2940122,12798
Mecklenburg-Vorpommern,13,2023-05-16T00:00:00+02:00,716922,2844
Niedersachsen,03,2023-05-16T00:00:00+02:00,3879478,14341
Nordrhein-Westfalen,05,2023-05-16T00:00:00+02:00,8086430,32418
Rheinland-Pfalz,07,2023-05-16T00:00:00+02:00,1777279,7194
Saarland,10,2023-05-16T00:00:00+02:00,495529,2201
Sachsen,14,2023-05-16T00:00:00+02:00,1966211,17005
Sachsen-Anhalt,15,2023-05-16T00:00:00+02:00,966914,6391
Schleswig-Holstein,01,2023-05-16T00:00:00+02:00,1181635,3604
Thüringen,16,2023-05-16T00:00:00+02:00,888408,8423
