Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2022-09-23T00:00:00+02:00,4461205,17243
Bayern,09,2022-09-23T00:00:00+02:00,5965140,25766
Berlin,11,2022-09-23T00:00:00+02:00,1255626,4800
Brandenburg,12,2022-09-23T00:00:00+02:00,946482,5899
Bremen,04,2022-09-23T00:00:00+02:00,257050,835
Hamburg,02,2022-09-23T00:00:00+02:00,723698,3051
Hessen,06,2022-09-23T00:00:00+02:00,2477974,11057
Mecklenburg-Vorpommern,13,2022-09-23T00:00:00+02:00,600637,2450
Niedersachsen,03,2022-09-23T00:00:00+02:00,3182785,10742
Nordrhein-Westfalen,05,2022-09-23T00:00:00+02:00,6746704,27338
Rheinland-Pfalz,07,2022-09-23T00:00:00+02:00,1490429,6152
Saarland,10,2022-09-23T00:00:00+02:00,408479,1844
Sachsen,14,2022-09-23T00:00:00+02:00,1749317,16005
Sachsen-Anhalt,15,2022-09-23T00:00:00+02:00,837378,5701
Schleswig-Holstein,01,2022-09-23T00:00:00+02:00,1005677,2869
Thüringen,16,2022-09-23T00:00:00+02:00,796505,7616
