Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-09-17T00:00:00+02:00,46041,1868
Bayern,2020-09-17T00:00:00+02:00,63632,2647
Berlin,2020-09-17T00:00:00+02:00,12593,227
Brandenburg,2020-09-17T00:00:00+02:00,4051,169
Bremen,2020-09-17T00:00:00+02:00,2174,59
Hamburg,2020-09-17T00:00:00+02:00,6964,268
Hessen,2020-09-17T00:00:00+02:00,17233,542
Mecklenburg-Vorpommern,2020-09-17T00:00:00+02:00,1081,20
Niedersachsen,2020-09-17T00:00:00+02:00,18256,667
Nordrhein-Westfalen,2020-09-17T00:00:00+02:00,63565,1839
Rheinland-Pfalz,2020-09-17T00:00:00+02:00,9929,247
Saarland,2020-09-17T00:00:00+02:00,3262,176
Sachsen,2020-09-17T00:00:00+02:00,6522,226
Sachsen-Anhalt,2020-09-17T00:00:00+02:00,2378,66
Schleswig-Holstein,2020-09-17T00:00:00+02:00,4311,161
Thüringen,2020-09-17T00:00:00+02:00,3865,189
