Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-05-29T00:00:00+02:00,34479,1743
Bayern,2020-05-29T00:00:00+02:00,46809,2441
Berlin,2020-05-29T00:00:00+02:00,6738,196
Brandenburg,2020-05-29T00:00:00+02:00,3271,155
Bremen,2020-05-29T00:00:00+02:00,1372,41
Hamburg,2020-05-29T00:00:00+02:00,5078,246
Hessen,2020-05-29T00:00:00+02:00,9962,476
Mecklenburg-Vorpommern,2020-05-29T00:00:00+02:00,759,20
Niedersachsen,2020-05-29T00:00:00+02:00,11832,585
Nordrhein-Westfalen,2020-05-29T00:00:00+02:00,37803,1588
Rheinland-Pfalz,2020-05-29T00:00:00+02:00,6673,230
Saarland,2020-05-29T00:00:00+02:00,2716,162
Sachsen,2020-05-29T00:00:00+02:00,5230,209
Sachsen-Anhalt,2020-05-29T00:00:00+02:00,1700,55
Schleswig-Holstein,2020-05-29T00:00:00+02:00,3078,144
Thüringen,2020-05-29T00:00:00+02:00,2958,159
