Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-10-09T00:00:00+02:00,52814,1898
Bayern,2020-10-09T00:00:00+02:00,71759,2684
Berlin,2020-10-09T00:00:00+02:00,17112,233
Brandenburg,2020-10-09T00:00:00+02:00,4603,169
Bremen,2020-10-09T00:00:00+02:00,2880,60
Hamburg,2020-10-09T00:00:00+02:00,8669,276
Hessen,2020-10-09T00:00:00+02:00,21092,557
Mecklenburg-Vorpommern,2020-10-09T00:00:00+02:00,1344,20
Niedersachsen,2020-10-09T00:00:00+02:00,22142,695
Nordrhein-Westfalen,2020-10-09T00:00:00+02:00,76796,1900
Rheinland-Pfalz,2020-10-09T00:00:00+02:00,11602,256
Saarland,2020-10-09T00:00:00+02:00,3551,177
Sachsen,2020-10-09T00:00:00+02:00,7987,243
Sachsen-Anhalt,2020-10-09T00:00:00+02:00,2832,68
Schleswig-Holstein,2020-10-09T00:00:00+02:00,5155,162
Thüringen,2020-10-09T00:00:00+02:00,4322,191
