Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-10-11T00:00:00+02:00,53868,1901
Bayern,2020-10-11T00:00:00+02:00,72843,2685
Berlin,2020-10-11T00:00:00+02:00,17828,234
Brandenburg,2020-10-11T00:00:00+02:00,4740,169
Bremen,2020-10-11T00:00:00+02:00,3058,60
Hamburg,2020-10-11T00:00:00+02:00,8912,277
Hessen,2020-10-11T00:00:00+02:00,21911,560
Mecklenburg-Vorpommern,2020-10-11T00:00:00+02:00,1373,20
Niedersachsen,2020-10-11T00:00:00+02:00,22662,697
Nordrhein-Westfalen,2020-10-11T00:00:00+02:00,79179,1911
Rheinland-Pfalz,2020-10-11T00:00:00+02:00,11904,256
Saarland,2020-10-11T00:00:00+02:00,3673,177
Sachsen,2020-10-11T00:00:00+02:00,8340,247
Sachsen-Anhalt,2020-10-11T00:00:00+02:00,2903,68
Schleswig-Holstein,2020-10-11T00:00:00+02:00,5235,162
Thüringen,2020-10-11T00:00:00+02:00,4435,191
