Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2021-07-15T00:00:00+02:00,502187,10328
Bayern,09,2021-07-15T00:00:00+02:00,649597,15299
Berlin,11,2021-07-15T00:00:00+02:00,180885,3568
Brandenburg,12,2021-07-15T00:00:00+02:00,108890,3815
Bremen,04,2021-07-15T00:00:00+02:00,27588,488
Hamburg,02,2021-07-15T00:00:00+02:00,77773,1603
Hessen,06,2021-07-15T00:00:00+02:00,292135,7563
Mecklenburg-Vorpommern,13,2021-07-15T00:00:00+02:00,44218,1164
Niedersachsen,03,2021-07-15T00:00:00+02:00,261998,5801
Nordrhein-Westfalen,05,2021-07-15T00:00:00+02:00,819026,17236
Rheinland-Pfalz,07,2021-07-15T00:00:00+02:00,155871,3895
Saarland,10,2021-07-15T00:00:00+02:00,41650,1030
Sachsen,14,2021-07-15T00:00:00+02:00,286111,10110
Sachsen-Anhalt,15,2021-07-15T00:00:00+02:00,99310,3433
Schleswig-Holstein,01,2021-07-15T00:00:00+02:00,64186,1627
Thüringen,16,2021-07-15T00:00:00+02:00,128900,4359
