Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-07-01T00:00:00+02:00,35694,1838
Bayern,2020-07-01T00:00:00+02:00,48480,2594
Berlin,2020-07-01T00:00:00+02:00,8243,214
Brandenburg,2020-07-01T00:00:00+02:00,3440,165
Bremen,2020-07-01T00:00:00+02:00,1667,53
Hamburg,2020-07-01T00:00:00+02:00,5204,259
Hessen,2020-07-01T00:00:00+02:00,10811,507
Mecklenburg-Vorpommern,2020-07-01T00:00:00+02:00,803,20
Niedersachsen,2020-07-01T00:00:00+02:00,13577,629
Nordrhein-Westfalen,2020-07-01T00:00:00+02:00,43242,1683
Rheinland-Pfalz,2020-07-01T00:00:00+02:00,7022,235
Saarland,2020-07-01T00:00:00+02:00,2806,173
Sachsen,2020-07-01T00:00:00+02:00,5451,223
Sachsen-Anhalt,2020-07-01T00:00:00+02:00,1873,59
Schleswig-Holstein,2020-07-01T00:00:00+02:00,3159,152
Thüringen,2020-07-01T00:00:00+02:00,3253,181
