Area,Bundesland,AGS,Timestamp,Confirmed,Deaths
Alb-Donau-Kreis,Baden-Württemberg,08425000,2022-08-23T00:00:00+02:00,80205,257
Baden-Baden (Stadtkreis),Baden-Württemberg,08211000,2022-08-23T00:00:00+02:00,20204,107
Biberach,Baden-Württemberg,08426000,2022-08-23T00:00:00+02:00,88872,303
Bodenseekreis,Baden-Württemberg,08435000,2022-08-23T00:00:00+02:00,82150,349
Breisgau-Hochschwarzwald,Baden-Württemberg,08315000,2022-08-23T00:00:00+02:00,99543,349
Böblingen,Baden-Württemberg,08115000,2022-08-23T00:00:00+02:00,157315,500
Calw,Baden-Württemberg,08235000,2022-08-23T00:00:00+02:00,61684,312
Emmendingen,Baden-Württemberg,08316000,2022-08-23T00:00:00+02:00,66986,257
Enzkreis,Baden-Württemberg,08236000,2022-08-23T00:00:00+02:00,80531,344
Esslingen,Baden-Württemberg,08116000,2022-08-23T00:00:00+02:00,208961,868
Freiburg im Breisgau (Stadtkreis),Baden-Württemberg,08311000,2022-08-23T00:00:00+02:00,90658,273
Freudenstadt,Baden-Württemberg,08237000,2022-08-23T00:00:00+02:00,48600,243
Göppingen,Baden-Württemberg,08117000,2022-08-23T00:00:00+02:00,97933,403
Heidelberg (Stadtkreis),Baden-Württemberg,08221000,2022-08-23T00:00:00+02:00,52510,139
Heidenheim,Baden-Württemberg,08135000,2022-08-23T00:00:00+02:00,55148,320
Heilbronn (Stadtkreis),Baden-Württemberg,08121000,2022-08-23T00:00:00+02:00,53190,269
Heilbronn (Landkreis),Baden-Württemberg,08125000,2022-08-23T00:00:00+02:00,144574,351
Hohenlohekreis,Baden-Württemberg,08126000,2022-08-23T00:00:00+02:00,47887,191
Karlsruhe (Stadtkreis),Baden-Württemberg,08212000,2022-08-23T00:00:00+02:00,111811,373
Karlsruhe (Landkreis),Baden-Württemberg,08215000,2022-08-23T00:00:00+02:00,177082,719
Konstanz,Baden-Württemberg,08335000,2022-08-23T00:00:00+02:00,107944,432
Ludwigsburg,Baden-Württemberg,08118000,2022-08-23T00:00:00+02:00,200616,729
Lörrach,Baden-Württemberg,08336000,2022-08-23T00:00:00+02:00,81939,431
Main-Tauber-Kreis,Baden-Württemberg,08128000,2022-08-23T00:00:00+02:00,52849,207
Mannheim (Stadtkreis),Baden-Württemberg,08222000,2022-08-23T00:00:00+02:00,118919,506
Neckar-Odenwald-Kreis,Baden-Württemberg,08225000,2022-08-23T00:00:00+02:00,60792,223
Ortenaukreis,Baden-Württemberg,08317000,2022-08-23T00:00:00+02:00,181862,857
Ostalbkreis,Baden-Württemberg,08136000,2022-08-23T00:00:00+02:00,133156,599
Pforzheim (Stadtkreis),Baden-Württemberg,08231000,2022-08-23T00:00:00+02:00,51877,334
Rastatt,Baden-Württemberg,08216000,2022-08-23T00:00:00+02:00,95803,385
Ravensburg,Baden-Württemberg,08436000,2022-08-23T00:00:00+02:00,116461,226
Rems-Murr-Kreis,Baden-Württemberg,08119000,2022-08-23T00:00:00+02:00,170371,627
Reutlingen,Baden-Württemberg,08415000,2022-08-23T00:00:00+02:00,114386,481
