Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2020-11-16T00:00:00+01:00,116996,2265
Bayern,09,2020-11-16T00:00:00+01:00,158849,3144
Berlin,11,2020-11-16T00:00:00+01:00,47697,363
Brandenburg,12,2020-11-16T00:00:00+01:00,12873,241
Bremen,04,2020-11-16T00:00:00+01:00,8220,97
Hamburg,02,2020-11-16T00:00:00+01:00,20220,313
Hessen,06,2020-11-16T00:00:00+01:00,65479,873
Mecklenburg-Vorpommern,13,2020-11-16T00:00:00+01:00,4435,38
Niedersachsen,03,2020-11-16T00:00:00+01:00,55433,904
Nordrhein-Westfalen,05,2020-11-16T00:00:00+01:00,202817,2637
Rheinland-Pfalz,07,2020-11-16T00:00:00+01:00,32563,363
Saarland,10,2020-11-16T00:00:00+01:00,10110,214
Sachsen,14,2020-11-16T00:00:00+01:00,34970,514
Sachsen-Anhalt,15,2020-11-16T00:00:00+01:00,8161,105
Schleswig-Holstein,01,2020-11-16T00:00:00+01:00,11522,222
Thüringen,16,2020-11-16T00:00:00+01:00,10982,254
