Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2022-10-10T00:00:00+02:00,4594984,17347
Bayern,09,2022-10-10T00:00:00+02:00,6188130,25923
Berlin,11,2022-10-10T00:00:00+02:00,1282102,4845
Brandenburg,12,2022-10-10T00:00:00+02:00,976569,5936
Bremen,04,2022-10-10T00:00:00+02:00,265082,844
Hamburg,02,2022-10-10T00:00:00+02:00,735609,3072
Hessen,06,2022-10-10T00:00:00+02:00,2575573,11137
Mecklenburg-Vorpommern,13,2022-10-10T00:00:00+02:00,620223,2477
Niedersachsen,03,2022-10-10T00:00:00+02:00,3288568,10890
Nordrhein-Westfalen,05,2022-10-10T00:00:00+02:00,6927179,27608
Rheinland-Pfalz,07,2022-10-10T00:00:00+02:00,1553214,6213
Saarland,10,2022-10-10T00:00:00+02:00,429940,1865
Sachsen,14,2022-10-10T00:00:00+02:00,1796673,16059
Sachsen-Anhalt,15,2022-10-10T00:00:00+02:00,861343,5733
Schleswig-Holstein,01,2022-10-10T00:00:00+02:00,1036044,2915
Thüringen,16,2022-10-10T00:00:00+02:00,817399,7671
