Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-04-05T00:00:00+02:00,18614,367
Bayern,2020-04-05T00:00:00+02:00,23846,396
Berlin,2020-04-05T00:00:00+02:00,3613,24
Brandenburg,2020-04-05T00:00:00+02:00,1305,17
Bremen,2020-04-05T00:00:00+02:00,394,6
Hamburg,2020-04-05T00:00:00+02:00,2945,19
Hessen,2020-04-05T00:00:00+02:00,4575,56
Mecklenburg-Vorpommern,2020-04-05T00:00:00+02:00,523,5
Niedersachsen,2020-04-05T00:00:00+02:00,5712,89
Nordrhein-Westfalen,2020-04-05T00:00:00+02:00,18735,245
Rheinland-Pfalz,2020-04-05T00:00:00+02:00,3663,32
Saarland,2020-04-05T00:00:00+02:00,1358,14
Sachsen,2020-04-05T00:00:00+02:00,2741,32
Sachsen-Anhalt,2020-04-05T00:00:00+02:00,919,12
Schleswig-Holstein,2020-04-05T00:00:00+02:00,1631,18
Thüringen,2020-04-05T00:00:00+02:00,1140,10
