Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2023-04-28T00:00:00+02:00,5077096,19656
Bayern,09,2023-04-28T00:00:00+02:00,6762449,29399
Berlin,11,2023-04-28T00:00:00+02:00,1439625,5746
Brandenburg,12,2023-04-28T00:00:00+02:00,1119575,6635
Bremen,04,2023-04-28T00:00:00+02:00,304778,1009
Hamburg,02,2023-04-28T00:00:00+02:00,810404,3719
Hessen,06,2023-04-28T00:00:00+02:00,2938974,12756
Mecklenburg-Vorpommern,13,2023-04-28T00:00:00+02:00,716388,2827
Niedersachsen,03,2023-04-28T00:00:00+02:00,3877424,14206
Nordrhein-Westfalen,05,2023-04-28T00:00:00+02:00,8083248,32278
Rheinland-Pfalz,07,2023-04-28T00:00:00+02:00,1776853,7170
Saarland,10,2023-04-28T00:00:00+02:00,495318,2195
Sachsen,14,2023-04-28T00:00:00+02:00,1965348,16973
Sachsen-Anhalt,15,2023-04-28T00:00:00+02:00,966249,6398
Schleswig-Holstein,01,2023-04-28T00:00:00+02:00,1180749,3579
Thüringen,16,2023-04-28T00:00:00+02:00,887956,8403
