Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2020-12-17T00:00:00+01:00,194357,3640
Bayern,09,2020-12-17T00:00:00+01:00,272883,5309
Berlin,11,2020-12-17T00:00:00+01:00,82253,929
Brandenburg,12,2020-12-17T00:00:00+01:00,29215,605
Bremen,04,2020-12-17T00:00:00+01:00,12086,163
Hamburg,02,2020-12-17T00:00:00+01:00,30559,500
Hessen,06,2020-12-17T00:00:00+01:00,113998,1964
Mecklenburg-Vorpommern,13,2020-12-17T00:00:00+01:00,8939,109
Niedersachsen,03,2020-12-17T00:00:00+01:00,88898,1523
Nordrhein-Westfalen,05,2020-12-17T00:00:00+01:00,332684,4927
Rheinland-Pfalz,07,2020-12-17T00:00:00+01:00,59649,979
Saarland,10,2020-12-17T00:00:00+01:00,16523,325
Sachsen,14,2020-12-17T00:00:00+01:00,95616,1923
Sachsen-Anhalt,15,2020-12-17T00:00:00+01:00,20156,318
Schleswig-Holstein,01,2020-12-17T00:00:00+01:00,19334,315
Thüringen,16,2020-12-17T00:00:00+01:00,29011,596
