Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-05-20T00:00:00+02:00,34115,1672
Bayern,2020-05-20T00:00:00+02:00,45766,2339
Berlin,2020-05-20T00:00:00+02:00,6507,186
Brandenburg,2020-05-20T00:00:00+02:00,3193,151
Bremen,2020-05-20T00:00:00+02:00,1256,38
Hamburg,2020-05-20T00:00:00+02:00,5042,236
Hessen,2020-05-20T00:00:00+02:00,9483,446
Mecklenburg-Vorpommern,2020-05-20T00:00:00+02:00,755,20
Niedersachsen,2020-05-20T00:00:00+02:00,11288,557
Nordrhein-Westfalen,2020-05-20T00:00:00+02:00,36766,1537
Rheinland-Pfalz,2020-05-20T00:00:00+02:00,6529,222
Saarland,2020-05-20T00:00:00+02:00,2703,154
Sachsen,2020-05-20T00:00:00+02:00,5150,198
Sachsen-Anhalt,2020-05-20T00:00:00+02:00,1680,54
Schleswig-Holstein,2020-05-20T00:00:00+02:00,3014,131
Thüringen,2020-05-20T00:00:00+02:00,2760,149
