Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2021-06-16T00:00:00+02:00,498622,10113
Bayern,09,2021-06-16T00:00:00+02:00,645549,15136
Berlin,11,2021-06-16T00:00:00+02:00,179754,3529
Brandenburg,12,2021-06-16T00:00:00+02:00,108605,3760
Bremen,04,2021-06-16T00:00:00+02:00,27355,481
Hamburg,02,2021-06-16T00:00:00+02:00,76963,1581
Hessen,06,2021-06-16T00:00:00+02:00,289690,7448
Mecklenburg-Vorpommern,13,2021-06-16T00:00:00+02:00,44089,1147
Niedersachsen,03,2021-06-16T00:00:00+02:00,260357,5709
Nordrhein-Westfalen,05,2021-06-16T00:00:00+02:00,813878,17008
Rheinland-Pfalz,07,2021-06-16T00:00:00+02:00,154624,3827
Saarland,10,2021-06-16T00:00:00+02:00,41304,1018
Sachsen,14,2021-06-16T00:00:00+02:00,285514,9991
Sachsen-Anhalt,15,2021-06-16T00:00:00+02:00,99110,3405
Schleswig-Holstein,01,2021-06-16T00:00:00+02:00,63665,1618
Thüringen,16,2021-06-16T00:00:00+02:00,128546,4303
