Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-10-21T00:00:00+02:00,61694,1946
Bayern,2020-10-21T00:00:00+02:00,82102,2726
Berlin,2020-10-21T00:00:00+02:00,22727,243
Brandenburg,2020-10-21T00:00:00+02:00,5670,175
Bremen,2020-10-21T00:00:00+02:00,3725,63
Hamburg,2020-10-21T00:00:00+02:00,10207,281
Hessen,2020-10-21T00:00:00+02:00,27307,590
Mecklenburg-Vorpommern,2020-10-21T00:00:00+02:00,1790,21
Niedersachsen,2020-10-21T00:00:00+02:00,26611,719
Nordrhein-Westfalen,2020-10-21T00:00:00+02:00,94883,1970
Rheinland-Pfalz,2020-10-21T00:00:00+02:00,14199,265
Saarland,2020-10-21T00:00:00+02:00,4467,177
Sachsen,2020-10-21T00:00:00+02:00,10906,264
Sachsen-Anhalt,2020-10-21T00:00:00+02:00,3387,71
Schleswig-Holstein,2020-10-21T00:00:00+02:00,5989,163
Thüringen,2020-10-21T00:00:00+02:00,5098,201
