Area,Bundesland,AGS,Timestamp,Confirmed,Deaths
Alb-Donau-Kreis,Baden-Württemberg,08425000,2022-05-13T00:00:00+02:00,67894,228
Baden-Baden (Stadtkreis),Baden-Württemberg,08211000,2022-05-13T00:00:00+02:00,16244,104
Biberach,Baden-Württemberg,08426000,2022-05-13T00:00:00+02:00,73670,282
Bodenseekreis,Baden-Württemberg,08435000,2022-05-13T00:00:00+02:00,70262,327
Breisgau-Hochschwarzwald,Baden-Württemberg,08315000,2022-05-13T00:00:00+02:00,80926,325
Böblingen,Baden-Württemberg,08115000,2022-05-13T00:00:00+02:00,126312,465
Calw,Baden-Württemberg,08235000,2022-05-13T00:00:00+02:00,51970,283
Emmendingen,Baden-Württemberg,08316000,2022-05-13T00:00:00+02:00,54270,237
Enzkreis,Baden-Württemberg,08236000,2022-05-13T00:00:00+02:00,64789,338
Esslingen,Baden-Württemberg,08116000,2022-05-13T00:00:00+02:00,170603,807
Freiburg im Breisgau (Stadtkreis),Baden-Württemberg,08311000,2022-05-13T00:00:00+02:00,74351,260
Freudenstadt,Baden-Württemberg,08237000,2022-05-13T00:00:00+02:00,40581,241
Göppingen,Baden-Württemberg,08117000,2022-05-13T00:00:00+02:00,82835,390
Heidelberg (Stadtkreis),Baden-Württemberg,08221000,2022-05-13T00:00:00+02:00,41646,113
Heidenheim,Baden-Württemberg,08135000,2022-05-13T00:00:00+02:00,46455,299
Heilbronn (Stadtkreis),Baden-Württemberg,08121000,2022-05-13T00:00:00+02:00,45464,268
Heilbronn (Landkreis),Baden-Württemberg,08125000,2022-05-13T00:00:00+02:00,119111,335
Hohenlohekreis,Baden-Württemberg,08126000,2022-05-13T00:00:00+02:00,38381,178
Karlsruhe (Stadtkreis),Baden-Württemberg,08212000,2022-05-13T00:00:00+02:00,88953,356
Karlsruhe (Landkreis),Baden-Württemberg,08215000,2022-05-13T00:00:00+02:00,142502,697
Konstanz,Baden-Württemberg,08335000,2022-05-13T00:00:00+02:00,90551,430
Ludwigsburg,Baden-Württemberg,08118000,2022-05-13T00:00:00+02:00,164482,713
Lörrach,Baden-Württemberg,08336000,2022-05-13T00:00:00+02:00,68343,416
