Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2020-11-11T00:00:00+01:00,104707,2167
Bayern,09,2020-11-11T00:00:00+01:00,139914,3018
Berlin,11,2020-11-11T00:00:00+01:00,42014,314
Brandenburg,12,2020-11-11T00:00:00+01:00,11031,226
Bremen,04,2020-11-11T00:00:00+01:00,7367,89
Hamburg,02,2020-11-11T00:00:00+01:00,17860,305
Hessen,06,2020-11-11T00:00:00+01:00,57466,809
Mecklenburg-Vorpommern,13,2020-11-11T00:00:00+01:00,3910,34
Niedersachsen,03,2020-11-11T00:00:00+01:00,48400,843
Nordrhein-Westfalen,05,2020-11-11T00:00:00+01:00,180523,2465
Rheinland-Pfalz,07,2020-11-11T00:00:00+01:00,28034,334
Saarland,10,2020-11-11T00:00:00+01:00,9012,205
Sachsen,14,2020-11-11T00:00:00+01:00,28507,426
Sachsen-Anhalt,15,2020-11-11T00:00:00+01:00,7101,96
Schleswig-Holstein,01,2020-11-11T00:00:00+01:00,10466,208
Thüringen,16,2020-11-11T00:00:00+01:00,9375,228
