Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-03-22T00:00:00+01:00,3807,21
Bayern,2020-03-22T00:00:00+01:00,3650,21
Berlin,2020-03-22T00:00:00+01:00,1024,1
Brandenburg,2020-03-22T00:00:00+01:00,274,0
Bremen,2020-03-22T00:00:00+01:00,165,0
Hamburg,2020-03-22T00:00:00+01:00,872,0
Hessen,2020-03-22T00:00:00+01:00,1175,2
Mecklenburg-Vorpommern,2020-03-22T00:00:00+01:00,172,0
Niedersachsen,2020-03-22T00:00:00+01:00,1306,1
Nordrhein-Westfalen,2020-03-22T00:00:00+01:00,3545,6
Rheinland-Pfalz,2020-03-22T00:00:00+01:00,1053,2
Saarland,2020-03-22T00:00:00+01:00,187,0
Sachsen,2020-03-22T00:00:00+01:00,606,0
Sachsen-Anhalt,2020-03-22T00:00:00+01:00,211,0
Schleswig-Holstein,2020-03-22T00:00:00+01:00,347,1
Thüringen,2020-03-22T00:00:00+01:00,216,0
