Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-09-24T00:00:00+02:00,47883,1875
Bayern,2020-09-24T00:00:00+02:00,66192,2654
Berlin,2020-09-24T00:00:00+02:00,13573,228
Brandenburg,2020-09-24T00:00:00+02:00,4150,169
Bremen,2020-09-24T00:00:00+02:00,2262,59
Hamburg,2020-09-24T00:00:00+02:00,7369,269
Hessen,2020-09-24T00:00:00+02:00,18035,546
Mecklenburg-Vorpommern,2020-09-24T00:00:00+02:00,1136,20
Niedersachsen,2020-09-24T00:00:00+02:00,19315,678
Nordrhein-Westfalen,2020-09-24T00:00:00+02:00,66680,1859
Rheinland-Pfalz,2020-09-24T00:00:00+02:00,10282,248
Saarland,2020-09-24T00:00:00+02:00,3262,176
Sachsen,2020-09-24T00:00:00+02:00,6887,229
Sachsen-Anhalt,2020-09-24T00:00:00+02:00,2497,67
Schleswig-Holstein,2020-09-24T00:00:00+02:00,4540,161
Thüringen,2020-09-24T00:00:00+02:00,4007,190
