Bundesland,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,2020-05-10T00:00:00+02:00,33287,1542
Bayern,2020-05-10T00:00:00+02:00,44265,2153
Berlin,2020-05-10T00:00:00+02:00,6261,165
Brandenburg,2020-05-10T00:00:00+02:00,3101,134
Bremen,2020-05-10T00:00:00+02:00,1043,32
Hamburg,2020-05-10T00:00:00+02:00,4772,204
Hessen,2020-05-10T00:00:00+02:00,8998,411
Mecklenburg-Vorpommern,2020-05-10T00:00:00+02:00,726,19
Niedersachsen,2020-05-10T00:00:00+02:00,10827,498
Nordrhein-Westfalen,2020-05-10T00:00:00+02:00,34964,1425
Rheinland-Pfalz,2020-05-10T00:00:00+02:00,6291,195
Saarland,2020-05-10T00:00:00+02:00,2663,142
Sachsen,2020-05-10T00:00:00+02:00,4886,187
Sachsen-Anhalt,2020-05-10T00:00:00+02:00,1640,48
Schleswig-Holstein,2020-05-10T00:00:00+02:00,2938,123
Thüringen,2020-05-10T00:00:00+02:00,2556,117
