Bundesland,AGS,Timestamp,EConfirmed,EDeaths
Baden-Württemberg,08,2021-08-29T00:00:00+02:00,525148,10468
Bayern,09,2021-08-29T00:00:00+02:00,674180,15401
Berlin,11,2021-08-29T00:00:00+02:00,191783,3592
Brandenburg,12,2021-08-29T00:00:00+02:00,111437,3822
Bremen,04,2021-08-29T00:00:00+02:00,29222,498
Hamburg,02,2021-08-29T00:00:00+02:00,84920,1642
Hessen,06,2021-08-29T00:00:00+02:00,306801,7628
Mecklenburg-Vorpommern,13,2021-08-29T00:00:00+02:00,46117,1189
Niedersachsen,03,2021-08-29T00:00:00+02:00,276848,5850
Nordrhein-Westfalen,05,2021-08-29T00:00:00+02:00,886184,17401
Rheinland-Pfalz,07,2021-08-29T00:00:00+02:00,164548,3922
Saarland,10,2021-08-29T00:00:00+02:00,44277,1031
Sachsen,14,2021-08-29T00:00:00+02:00,289173,10165
Sachsen-Anhalt,15,2021-08-29T00:00:00+02:00,100636,3475
Schleswig-Holstein,01,2021-08-29T00:00:00+02:00,70937,1651
Thüringen,16,2021-08-29T00:00:00+02:00,130336,4395
