Brandenburg,2,0
Berlin,19,0
Baden-Württemberg,96,0
Bayern,117,0
Bremen,4,0
Hessen,16,0
Hamburg,11,0
Mecklenburg-Vorpommern,5,0
Niedersachsen,18,0
Nordrhein-Westfalen,329,0
Rheinland-Pfalz,10,0
Saarland,2,0
Schleswig-Holstein,7,0
Sachsen,2,0
Thüringen,1,0
