Area,Date,EConfirmed,EDeaths,Recovered
Aachen & Städteregion Aachen,2020-07-02T03:30:00+02:00,2004,98,1890
Bielefeld,2020-07-02T03:30:00+02:00,465,5,409
Bochum,2020-07-02T03:30:00+02:00,626,19,567
Bonn,2020-07-02T03:30:00+02:00,758,8,748
Borken (Kreis),2020-07-02T03:30:00+02:00,1119,39,1072
Bottrop,2020-07-02T03:30:00+02:00,213,7,206
Coesfeld (Kreis),2020-07-02T03:30:00+02:00,872,25,847
Dortmund,2020-07-02T03:30:00+02:00,982,11,834
Duisburg,2020-07-02T03:30:00+02:00,1565,58,1301
Düren (Kreis),2020-07-02T03:30:00+02:00,616,39,566
Düsseldorf,2020-07-02T03:30:00+02:00,1850,37,1522
Ennepe-Ruhr-Kreis,2020-07-02T03:30:00+02:00,477,14,442
Essen,2020-07-02T03:30:00+02:00,986,41,879
Euskirchen (Kreis),2020-07-02T03:30:00+02:00,481,23,449
Gelsenkirchen,2020-07-02T03:30:00+02:00,509,17,433
Gütersloh (Kreis),2020-07-02T03:30:00+02:00,2319,20,812
Hagen,2020-07-02T03:30:00+02:00,405,13,340
Hamm,2020-07-02T03:30:00+02:00,551,36,447
Heinsberg (Kreis),2020-07-02T03:30:00+02:00,1952,81,1820
Herford (Kreis),2020-07-02T03:30:00+02:00,384,7,338
Herne,2020-07-02T03:30:00+02:00,247,2,204
Hochsauerlandkreis,2020-07-02T03:30:00+02:00,625,17,595
Höxter (Kreis),2020-07-02T03:30:00+02:00,371,18,346
Kleve (Kreis),2020-07-02T03:30:00+02:00,813,37,747
Köln,2020-07-02T03:30:00+02:00,2609,104,2450
Krefeld,2020-07-02T03:30:00+02:00,667,22,622
Leverkusen,2020-07-02T03:30:00+02:00,254,5,243
Lippe (Kreis),2020-07-02T03:30:00+02:00,767,29,718
Märkischer Kreis,2020-07-02T03:30:00+02:00,624,31,575
Mettmann (Kreis),2020-07-02T03:30:00+02:00,1031,79,904
Minden-Lübbecke (Kreis),2020-07-02T03:30:00+02:00,499,13,486
Mönchengladbach,2020-07-02T03:30:00+02:00,689,41,608
Mülheim / Ruhr,2020-07-02T03:30:00+02:00,266,13,220
Münster,2020-07-02T03:30:00+02:00,732,13,715
Oberbergischer Kreis,2020-07-02T03:30:00+02:00,497,18,472
Oberhausen,2020-07-02T03:30:00+02:00,297,10,265
Olpe (Kreis),2020-07-02T03:30:00+02:00,655,56,595
Paderborn (Kreis),2020-07-02T03:30:00+02:00,722,34,633
Recklinghausen (Kreis),2020-07-02T03:30:00+02:00,1396,40,1279
Remscheid,2020-07-02T03:30:00+02:00,243,18,224
Rhein-Erft-Kreis,2020-07-02T03:30:00+02:00,1118,76,1028
Rheinisch-Bergischer Kreis,2020-07-02T03:30:00+02:00,475,22,449
Rhein-Kreis Neuss,2020-07-02T03:30:00+02:00,780,20,710
Rhein-Sieg-Kreis,2020-07-02T03:30:00+02:00,1469,50,1408
Siegen-Wittgenstein (Kreis),2020-07-02T03:30:00+02:00,315,8,306
Soest (Kreis),2020-07-02T03:30:00+02:00,391,8,366
Solingen,2020-07-02T03:30:00+02:00,294,10,262
Steinfurt (Kreis),2020-07-02T03:30:00+02:00,1343,83,1257
Unna (Kreis),2020-07-02T03:30:00+02:00,767,39,588
Viersen (Kreis),2020-07-02T03:30:00+02:00,736,37,680
Warendorf (Kreis),2020-07-02T03:30:00+02:00,811,20,486
Wesel (Kreis),2020-07-02T03:30:00+02:00,783,27,623
Wuppertal,2020-07-02T03:30:00+02:00,1016,86,867
