Area,Date,EConfirmed,EDeaths,Recovered
Aachen & Städteregion Aachen,2020-06-27T03:30:00+02:00,1999,98,1876
Bielefeld,2020-06-27T03:30:00+02:00,450,5,406
Bochum,2020-06-27T03:30:00+02:00,620,19,562
Bonn,2020-06-27T03:30:00+02:00,755,8,746
Borken (Kreis),2020-06-27T03:30:00+02:00,1114,39,1069
Bottrop,2020-06-27T03:30:00+02:00,211,7,206
Coesfeld (Kreis),2020-06-27T03:30:00+02:00,871,24,844
Dortmund,2020-06-27T03:30:00+02:00,941,9,802
Duisburg,2020-06-27T03:30:00+02:00,1483,57,1239
Düren (Kreis),2020-06-27T03:30:00+02:00,616,39,561
Düsseldorf,2020-06-27T03:30:00+02:00,1762,37,1488
Ennepe-Ruhr-Kreis,2020-06-27T03:30:00+02:00,471,14,438
Essen,2020-06-27T03:30:00+02:00,966,41,858
Euskirchen (Kreis),2020-06-27T03:30:00+02:00,476,23,446
Gelsenkirchen,2020-06-27T03:30:00+02:00,504,16,414
Gütersloh (Kreis),2020-06-27T03:30:00+02:00,2116,20,738
Hagen,2020-06-27T03:30:00+02:00,396,13,329
Hamm,2020-06-27T03:30:00+02:00,539,36,442
Heinsberg (Kreis),2020-06-27T03:30:00+02:00,1942,81,1807
Herford (Kreis),2020-06-27T03:30:00+02:00,375,7,346
Herne,2020-06-27T03:30:00+02:00,235,2,201
Hochsauerlandkreis,2020-06-27T03:30:00+02:00,622,17,593
Höxter (Kreis),2020-06-27T03:30:00+02:00,371,18,346
Kleve (Kreis),2020-06-27T03:30:00+02:00,809,37,729
Köln,2020-06-27T03:30:00+02:00,2599,103,2423
Krefeld,2020-06-27T03:30:00+02:00,654,22,621
Leverkusen,2020-06-27T03:30:00+02:00,251,5,237
Lippe (Kreis),2020-06-27T03:30:00+02:00,759,29,716
Märkischer Kreis,2020-06-27T03:30:00+02:00,617,31,573
Mettmann (Kreis),2020-06-27T03:30:00+02:00,1016,79,896
Minden-Lübbecke (Kreis),2020-06-27T03:30:00+02:00,494,13,487
Mönchengladbach,2020-06-27T03:30:00+02:00,680,41,593
Mülheim / Ruhr,2020-06-27T03:30:00+02:00,253,13,209
Münster,2020-06-27T03:30:00+02:00,732,13,712
Oberbergischer Kreis,2020-06-27T03:30:00+02:00,494,18,472
Oberhausen,2020-06-27T03:30:00+02:00,293,10,257
Olpe (Kreis),2020-06-27T03:30:00+02:00,651,56,583
Paderborn (Kreis),2020-06-27T03:30:00+02:00,711,34,619
Recklinghausen (Kreis),2020-06-27T03:30:00+02:00,1364,40,1266
Remscheid,2020-06-27T03:30:00+02:00,243,18,223
Rhein-Erft-Kreis,2020-06-27T03:30:00+02:00,1115,76,1020
Rheinisch-Bergischer Kreis,2020-06-27T03:30:00+02:00,473,22,448
Rhein-Kreis Neuss,2020-06-27T03:30:00+02:00,755,20,698
Rhein-Sieg-Kreis,2020-06-27T03:30:00+02:00,1461,50,1402
Siegen-Wittgenstein (Kreis),2020-06-27T03:30:00+02:00,315,8,306
Soest (Kreis),2020-06-27T03:30:00+02:00,388,8,358
Solingen,2020-06-27T03:30:00+02:00,292,8,245
Steinfurt (Kreis),2020-06-27T03:30:00+02:00,1340,83,1249
Unna (Kreis),2020-06-27T03:30:00+02:00,756,38,588
Viersen (Kreis),2020-06-27T03:30:00+02:00,731,37,677
Warendorf (Kreis),2020-06-27T03:30:00+02:00,738,20,485
Wesel (Kreis),2020-06-27T03:30:00+02:00,756,27,599
Wuppertal,2020-06-27T03:30:00+02:00,993,85,857
