Area,Date,EConfirmed,EDeaths,Recovered
Aachen & Städteregion Aachen,2020-07-18T03:30:00+02:00,2030,100,1917
Bielefeld,2020-07-18T03:30:00+02:00,536,5,474
Bochum,2020-07-18T03:30:00+02:00,687,20,608
Bonn,2020-07-18T03:30:00+02:00,774,9,756
Borken (Kreis),2020-07-18T03:30:00+02:00,1126,38,1079
Bottrop,2020-07-18T03:30:00+02:00,229,7,214
Coesfeld (Kreis),2020-07-18T03:30:00+02:00,882,25,854
Dortmund,2020-07-18T03:30:00+02:00,1119,14,988
Duisburg,2020-07-18T03:30:00+02:00,1770,62,1571
Düren (Kreis),2020-07-18T03:30:00+02:00,630,39,578
Düsseldorf,2020-07-18T03:30:00+02:00,2000,42,1814
Ennepe-Ruhr-Kreis,2020-07-18T03:30:00+02:00,518,14,463
Essen,2020-07-18T03:30:00+02:00,1058,41,966
Euskirchen (Kreis),2020-07-18T03:30:00+02:00,552,23,468
Gelsenkirchen,2020-07-18T03:30:00+02:00,585,17,500
Gütersloh (Kreis),2020-07-18T03:30:00+02:00,2592,20,2336
Hagen,2020-07-18T03:30:00+02:00,446,13,396
Hamm,2020-07-18T03:30:00+02:00,578,36,510
Heinsberg (Kreis),2020-07-18T03:30:00+02:00,1967,81,1857
Herford (Kreis),2020-07-18T03:30:00+02:00,400,7,383
Herne,2020-07-18T03:30:00+02:00,274,3,249
Hochsauerlandkreis,2020-07-18T03:30:00+02:00,691,17,605
Höxter (Kreis),2020-07-18T03:30:00+02:00,373,18,354
Kleve (Kreis),2020-07-18T03:30:00+02:00,829,37,779
Köln,2020-07-18T03:30:00+02:00,2779,106,2514
Krefeld,2020-07-18T03:30:00+02:00,689,24,645
Leverkusen,2020-07-18T03:30:00+02:00,277,5,251
Lippe (Kreis),2020-07-18T03:30:00+02:00,776,30,737
Märkischer Kreis,2020-07-18T03:30:00+02:00,659,31,596
Mettmann (Kreis),2020-07-18T03:30:00+02:00,1216,82,981
Minden-Lübbecke (Kreis),2020-07-18T03:30:00+02:00,510,13,488
Mönchengladbach,2020-07-18T03:30:00+02:00,740,41,642
Mülheim / Ruhr,2020-07-18T03:30:00+02:00,305,14,269
Münster,2020-07-18T03:30:00+02:00,739,13,719
Oberbergischer Kreis,2020-07-18T03:30:00+02:00,506,18,482
Oberhausen,2020-07-18T03:30:00+02:00,328,11,296
Olpe (Kreis),2020-07-18T03:30:00+02:00,667,56,601
Paderborn (Kreis),2020-07-18T03:30:00+02:00,740,34,677
Recklinghausen (Kreis),2020-07-18T03:30:00+02:00,1442,40,1369
Remscheid,2020-07-18T03:30:00+02:00,252,18,226
Rhein-Erft-Kreis,2020-07-18T03:30:00+02:00,1139,76,1044
Rheinisch-Bergischer Kreis,2020-07-18T03:30:00+02:00,495,23,453
Rhein-Kreis Neuss,2020-07-18T03:30:00+02:00,818,21,766
Rhein-Sieg-Kreis,2020-07-18T03:30:00+02:00,1492,50,1415
Siegen-Wittgenstein (Kreis),2020-07-18T03:30:00+02:00,326,8,307
Soest (Kreis),2020-07-18T03:30:00+02:00,401,8,385
Solingen,2020-07-18T03:30:00+02:00,318,10,285
Steinfurt (Kreis),2020-07-18T03:30:00+02:00,1358,83,1266
Unna (Kreis),2020-07-18T03:30:00+02:00,801,39,588
Viersen (Kreis),2020-07-18T03:30:00+02:00,754,37,700
Warendorf (Kreis),2020-07-18T03:30:00+02:00,848,20,801
Wesel (Kreis),2020-07-18T03:30:00+02:00,854,27,753
Wuppertal,2020-07-18T03:30:00+02:00,1035,86,926
