Area,Date,EConfirmed,EDeaths,Recovered
Aachen & Städteregion Aachen,2020-07-23T03:30:00+02:00,2044,100,1920
Bielefeld,2020-07-23T03:30:00+02:00,553,5,496
Bochum,2020-07-23T03:30:00+02:00,707,20,626
Bonn,2020-07-23T03:30:00+02:00,785,9,758
Borken (Kreis),2020-07-23T03:30:00+02:00,1142,38,1080
Bottrop,2020-07-23T03:30:00+02:00,238,7,221
Coesfeld (Kreis),2020-07-23T03:30:00+02:00,882,25,857
Dortmund,2020-07-23T03:30:00+02:00,1153,14,1035
Duisburg,2020-07-23T03:30:00+02:00,1825,64,1620
Düren (Kreis),2020-07-23T03:30:00+02:00,643,39,581
Düsseldorf,2020-07-23T03:30:00+02:00,2031,44,1939
Ennepe-Ruhr-Kreis,2020-07-23T03:30:00+02:00,534,14,472
Essen,2020-07-23T03:30:00+02:00,1106,41,989
Euskirchen (Kreis),2020-07-23T03:30:00+02:00,568,23,496
Gelsenkirchen,2020-07-23T03:30:00+02:00,598,17,513
Gütersloh (Kreis),2020-07-23T03:30:00+02:00,2620,20,2464
Hagen,2020-07-23T03:30:00+02:00,455,13,408
Hamm,2020-07-23T03:30:00+02:00,584,36,532
Heinsberg (Kreis),2020-07-23T03:30:00+02:00,1973,84,1868
Herford (Kreis),2020-07-23T03:30:00+02:00,406,7,385
Herne,2020-07-23T03:30:00+02:00,276,3,261
Hochsauerlandkreis,2020-07-23T03:30:00+02:00,697,17,608
Höxter (Kreis),2020-07-23T03:30:00+02:00,373,18,355
Kleve (Kreis),2020-07-23T03:30:00+02:00,835,37,785
Köln,2020-07-23T03:30:00+02:00,2779,106,2569
Krefeld,2020-07-23T03:30:00+02:00,695,24,650
Leverkusen,2020-07-23T03:30:00+02:00,284,5,251
Lippe (Kreis),2020-07-23T03:30:00+02:00,786,30,737
Märkischer Kreis,2020-07-23T03:30:00+02:00,675,31,601
Mettmann (Kreis),2020-07-23T03:30:00+02:00,1271,82,1058
Minden-Lübbecke (Kreis),2020-07-23T03:30:00+02:00,525,13,488
Mönchengladbach,2020-07-23T03:30:00+02:00,754,42,659
Mülheim / Ruhr,2020-07-23T03:30:00+02:00,316,14,276
Münster,2020-07-23T03:30:00+02:00,743,13,722
Oberbergischer Kreis,2020-07-23T03:30:00+02:00,509,18,485
Oberhausen,2020-07-23T03:30:00+02:00,349,11,301
Olpe (Kreis),2020-07-23T03:30:00+02:00,667,56,602
Paderborn (Kreis),2020-07-23T03:30:00+02:00,743,34,688
Recklinghausen (Kreis),2020-07-23T03:30:00+02:00,1452,40,1376
Remscheid,2020-07-23T03:30:00+02:00,258,18,228
Rhein-Erft-Kreis,2020-07-23T03:30:00+02:00,1157,76,1051
Rheinisch-Bergischer Kreis,2020-07-23T03:30:00+02:00,502,22,457
Rhein-Kreis Neuss,2020-07-23T03:30:00+02:00,834,21,779
Rhein-Sieg-Kreis,2020-07-23T03:30:00+02:00,1525,50,1419
Siegen-Wittgenstein (Kreis),2020-07-23T03:30:00+02:00,339,8,308
Soest (Kreis),2020-07-23T03:30:00+02:00,405,8,386
Solingen,2020-07-23T03:30:00+02:00,327,11,288
Steinfurt (Kreis),2020-07-23T03:30:00+02:00,1366,84,1272
Unna (Kreis),2020-07-23T03:30:00+02:00,807,39,588
Viersen (Kreis),2020-07-23T03:30:00+02:00,766,37,706
Warendorf (Kreis),2020-07-23T03:30:00+02:00,855,20,815
Wesel (Kreis),2020-07-23T03:30:00+02:00,862,27,788
Wuppertal,2020-07-23T03:30:00+02:00,1036,86,943
