Area,Date,EConfirmed,EDeaths,Recovered
Aachen & Städteregion Aachen,2020-09-09T03:30:00+02:00,2386,103,2247
Bielefeld,2020-09-09T03:30:00+02:00,773,7,705
Bochum,2020-09-09T03:30:00+02:00,1084,27,1009
Bonn,2020-09-09T03:30:00+02:00,1069,9,1013
Borken (Kreis),2020-09-09T03:30:00+02:00,1276,38,1205
Bottrop,2020-09-09T03:30:00+02:00,321,7,300
Coesfeld (Kreis),2020-09-09T03:30:00+02:00,923,25,887
Dortmund,2020-09-09T03:30:00+02:00,1758,20,1572
Duisburg,2020-09-09T03:30:00+02:00,2500,69,2343
Düren (Kreis),2020-09-09T03:30:00+02:00,903,41,832
Düsseldorf,2020-09-09T03:30:00+02:00,2779,47,2636
Ennepe-Ruhr-Kreis,2020-09-09T03:30:00+02:00,762,15,708
Essen,2020-09-09T03:30:00+02:00,1684,46,1546
Euskirchen (Kreis),2020-09-09T03:30:00+02:00,710,27,656
Gelsenkirchen,2020-09-09T03:30:00+02:00,857,20,767
Gütersloh (Kreis),2020-09-09T03:30:00+02:00,2894,20,2821
Hagen,2020-09-09T03:30:00+02:00,687,14,635
Hamm,2020-09-09T03:30:00+02:00,722,37,657
Heinsberg (Kreis),2020-09-09T03:30:00+02:00,2089,92,1955
Herford (Kreis),2020-09-09T03:30:00+02:00,569,8,543
Herne,2020-09-09T03:30:00+02:00,467,6,438
Hochsauerlandkreis,2020-09-09T03:30:00+02:00,842,18,787
Höxter (Kreis),2020-09-09T03:30:00+02:00,413,18,387
Kleve (Kreis),2020-09-09T03:30:00+02:00,1054,37,1002
Köln,2020-09-09T03:30:00+02:00,3881,113,3517
Krefeld,2020-09-09T03:30:00+02:00,878,24,795
Leverkusen,2020-09-09T03:30:00+02:00,446,7,397
Lippe (Kreis),2020-09-09T03:30:00+02:00,913,31,845
Märkischer Kreis,2020-09-09T03:30:00+02:00,970,32,863
Mettmann (Kreis),2020-09-09T03:30:00+02:00,1761,84,1624
Minden-Lübbecke (Kreis),2020-09-09T03:30:00+02:00,748,13,718
Mönchengladbach,2020-09-09T03:30:00+02:00,996,50,896
Mülheim / Ruhr,2020-09-09T03:30:00+02:00,488,14,437
Münster,2020-09-09T03:30:00+02:00,947,13,894
Oberbergischer Kreis,2020-09-09T03:30:00+02:00,645,18,591
Oberhausen,2020-09-09T03:30:00+02:00,536,13,482
Olpe (Kreis),2020-09-09T03:30:00+02:00,763,56,687
Paderborn (Kreis),2020-09-09T03:30:00+02:00,849,34,772
Recklinghausen (Kreis),2020-09-09T03:30:00+02:00,1916,44,1750
Remscheid,2020-09-09T03:30:00+02:00,364,18,329
Rhein-Erft-Kreis,2020-09-09T03:30:00+02:00,1529,78,1314
Rheinisch-Bergischer Kreis,2020-09-09T03:30:00+02:00,654,23,584
Rhein-Kreis Neuss,2020-09-09T03:30:00+02:00,1189,24,1117
Rhein-Sieg-Kreis,2020-09-09T03:30:00+02:00,1901,53,1780
Siegen-Wittgenstein (Kreis),2020-09-09T03:30:00+02:00,549,8,512
Soest (Kreis),2020-09-09T03:30:00+02:00,507,8,479
Solingen,2020-09-09T03:30:00+02:00,500,13,445
Steinfurt (Kreis),2020-09-09T03:30:00+02:00,1611,90,1482
Unna (Kreis),2020-09-09T03:30:00+02:00,1185,42,1057
Viersen (Kreis),2020-09-09T03:30:00+02:00,940,37,840
Warendorf (Kreis),2020-09-09T03:30:00+02:00,965,20,921
Wesel (Kreis),2020-09-09T03:30:00+02:00,1237,29,1091
Wuppertal,2020-09-09T03:30:00+02:00,1487,86,1336
