Area,Date,EConfirmed,EDeaths,Recovered
Aachen & Städteregion Aachen,2020-04-27T03:30:00+02:00,1831,77,1412
Bielefeld,2020-04-27T03:30:00+02:00,370,3,246
Bochum,2020-04-27T03:30:00+02:00,420,15,339
Bonn,2020-04-27T03:30:00+02:00,631,6,438
Borken (Kreis),2020-04-27T03:30:00+02:00,877,35,669
Bottrop,2020-04-27T03:30:00+02:00,142,6,71
Coesfeld (Kreis),2020-04-27T03:30:00+02:00,490,21,399
Dortmund,2020-04-27T03:30:00+02:00,663,6,527
Duisburg,2020-04-27T03:30:00+02:00,801,18,553
Düren (Kreis),2020-04-27T03:30:00+02:00,540,28,382
Düsseldorf,2020-04-27T03:30:00+02:00,980,23,726
Ennepe-Ruhr-Kreis,2020-04-27T03:30:00+02:00,376,11,298
Essen,2020-04-27T03:30:00+02:00,710,30,516
Euskirchen (Kreis),2020-04-27T03:30:00+02:00,339,12,193
Gelsenkirchen,2020-04-27T03:30:00+02:00,284,8,207
Gütersloh (Kreis),2020-04-27T03:30:00+02:00,587,17,382
Hagen,2020-04-27T03:30:00+02:00,233,6,
Hamm,2020-04-27T03:30:00+02:00,426,28,
Heinsberg (Kreis),2020-04-27T03:30:00+02:00,1732,60,1407
Herford (Kreis),2020-04-27T03:30:00+02:00,317,5,234
Herne,2020-04-27T03:30:00+02:00,154,1,101
Hochsauerlandkreis,2020-04-27T03:30:00+02:00,565,15,402
Höxter (Kreis),2020-04-27T03:30:00+02:00,277,5,175
Kleve (Kreis),2020-04-27T03:30:00+02:00,557,21,332
Köln,2020-04-27T03:30:00+02:00,2247,84,1922
Krefeld,2020-04-27T03:30:00+02:00,466,17,307
Leverkusen,2020-04-27T03:30:00+02:00,191,3,151
Lippe (Kreis),2020-04-27T03:30:00+02:00,687,27,456
Märkischer Kreis,2020-04-27T03:30:00+02:00,530,19,313
Mettmann (Kreis),2020-04-27T03:30:00+02:00,813,55,520
Minden-Lübbecke (Kreis),2020-04-27T03:30:00+02:00,414,7,308
Mönchengladbach,2020-04-27T03:30:00+02:00,467,30,312
Mülheim / Ruhr,2020-04-27T03:30:00+02:00,163,4,113
Münster,2020-04-27T03:30:00+02:00,626,13,557
Oberbergischer Kreis,2020-04-27T03:30:00+02:00,444,12,317
Oberhausen,2020-04-27T03:30:00+02:00,176,1,144
Olpe (Kreis),2020-04-27T03:30:00+02:00,541,28,383
Paderborn (Kreis),2020-04-27T03:30:00+02:00,567,26,330
Recklinghausen (Kreis),2020-04-27T03:30:00+02:00,997,16,661
Remscheid,2020-04-27T03:30:00+02:00,210,12,167
Rhein-Erft-Kreis,2020-04-27T03:30:00+02:00,947,55,511
Rheinisch-Bergischer Kreis,2020-04-27T03:30:00+02:00,406,14,301
Rhein-Kreis Neuss,2020-04-27T03:30:00+02:00,573,19,486
Rhein-Sieg-Kreis,2020-04-27T03:30:00+02:00,1135,26,831
Siegen-Wittgenstein (Kreis),2020-04-27T03:30:00+02:00,262,8,
Soest (Kreis),2020-04-27T03:30:00+02:00,339,4,279
Solingen,2020-04-27T03:30:00+02:00,223,5,168
Steinfurt (Kreis),2020-04-27T03:30:00+02:00,1221,57,778
Unna (Kreis),2020-04-27T03:30:00+02:00,589,23,
Viersen (Kreis),2020-04-27T03:30:00+02:00,600,26,341
Warendorf (Kreis),2020-04-27T03:30:00+02:00,450,10,347
Wesel (Kreis),2020-04-27T03:30:00+02:00,490,19,329
Wuppertal,2020-04-27T03:30:00+02:00,784,54,385
