Area,Date,EConfirmed,EDeaths,Recovered
Aachen & Städteregion Aachen,2020-09-29T03:30:00+02:00,2691,104,2547
Bielefeld,2020-09-29T03:30:00+02:00,902,9,804
Bochum,2020-09-29T03:30:00+02:00,1301,28,1135
Bonn,2020-09-29T03:30:00+02:00,1232,9,1160
Borken (Kreis),2020-09-29T03:30:00+02:00,1356,38,1256
Bottrop,2020-09-29T03:30:00+02:00,354,7,318
Coesfeld (Kreis),2020-09-29T03:30:00+02:00,953,25,905
Dortmund,2020-09-29T03:30:00+02:00,2017,21,1770
Duisburg,2020-09-29T03:30:00+02:00,2814,71,2551
Düren (Kreis),2020-09-29T03:30:00+02:00,1005,42,909
Düsseldorf,2020-09-29T03:30:00+02:00,3154,48,2972
Ennepe-Ruhr-Kreis,2020-09-29T03:30:00+02:00,851,15,775
Essen,2020-09-29T03:30:00+02:00,2003,48,1758
Euskirchen (Kreis),2020-09-29T03:30:00+02:00,761,27,699
Gelsenkirchen,2020-09-29T03:30:00+02:00,1136,19,867
Gütersloh (Kreis),2020-09-29T03:30:00+02:00,2995,20,2908
Hagen,2020-09-29T03:30:00+02:00,780,14,693
Hamm,2020-09-29T03:30:00+02:00,1034,38,722
Heinsberg (Kreis),2020-09-29T03:30:00+02:00,2160,92,2005
Herford (Kreis),2020-09-29T03:30:00+02:00,645,8,583
Herne,2020-09-29T03:30:00+02:00,543,7,458
Hochsauerlandkreis,2020-09-29T03:30:00+02:00,884,19,825
Höxter (Kreis),2020-09-29T03:30:00+02:00,441,18,404
Kleve (Kreis),2020-09-29T03:30:00+02:00,1121,37,1045
Köln,2020-09-29T03:30:00+02:00,4938,118,4269
Krefeld,2020-09-29T03:30:00+02:00,1001,27,894
Leverkusen,2020-09-29T03:30:00+02:00,562,8,465
Lippe (Kreis),2020-09-29T03:30:00+02:00,992,31,900
Märkischer Kreis,2020-09-29T03:30:00+02:00,1073,32,949
Mettmann (Kreis),2020-09-29T03:30:00+02:00,1979,87,1789
Minden-Lübbecke (Kreis),2020-09-29T03:30:00+02:00,913,14,784
Mönchengladbach,2020-09-29T03:30:00+02:00,1082,51,994
Mülheim / Ruhr,2020-09-29T03:30:00+02:00,619,14,566
Münster,2020-09-29T03:30:00+02:00,1056,13,963
Oberbergischer Kreis,2020-09-29T03:30:00+02:00,827,19,663
Oberhausen,2020-09-29T03:30:00+02:00,608,14,553
Olpe (Kreis),2020-09-29T03:30:00+02:00,801,56,721
Paderborn (Kreis),2020-09-29T03:30:00+02:00,897,34,823
Recklinghausen (Kreis),2020-09-29T03:30:00+02:00,2194,46,1963
Remscheid,2020-09-29T03:30:00+02:00,508,19,392
Rhein-Erft-Kreis,2020-09-29T03:30:00+02:00,1722,78,1522
Rheinisch-Bergischer Kreis,2020-09-29T03:30:00+02:00,751,22,657
Rhein-Kreis Neuss,2020-09-29T03:30:00+02:00,1362,24,1214
Rhein-Sieg-Kreis,2020-09-29T03:30:00+02:00,2135,54,1973
Siegen-Wittgenstein (Kreis),2020-09-29T03:30:00+02:00,717,8,546
Soest (Kreis),2020-09-29T03:30:00+02:00,553,9,494
Solingen,2020-09-29T03:30:00+02:00,630,13,541
Steinfurt (Kreis),2020-09-29T03:30:00+02:00,1816,93,1588
Unna (Kreis),2020-09-29T03:30:00+02:00,1285,42,1130
Viersen (Kreis),2020-09-29T03:30:00+02:00,1017,37,945
Warendorf (Kreis),2020-09-29T03:30:00+02:00,1040,21,960
Wesel (Kreis),2020-09-29T03:30:00+02:00,1371,31,1204
Wuppertal,2020-09-29T03:30:00+02:00,1700,88,1521
