Area,Date,EConfirmed,EDeaths,Recovered
Aachen & Städteregion Aachen,2020-04-25T03:30:00+02:00,1817,76,1357
Bielefeld,2020-04-25T03:30:00+02:00,358,3,246
Bochum,2020-04-25T03:30:00+02:00,420,15,319
Bonn,2020-04-25T03:30:00+02:00,594,6,420
Borken (Kreis),2020-04-25T03:30:00+02:00,871,33,651
Bottrop,2020-04-25T03:30:00+02:00,139,5,70
Coesfeld (Kreis),2020-04-25T03:30:00+02:00,490,21,375
Dortmund,2020-04-25T03:30:00+02:00,629,6,497
Duisburg,2020-04-25T03:30:00+02:00,780,15,512
Düren (Kreis),2020-04-25T03:30:00+02:00,535,27,363
Düsseldorf,2020-04-25T03:30:00+02:00,966,22,700
Ennepe-Ruhr-Kreis,2020-04-25T03:30:00+02:00,373,9,287
Essen,2020-04-25T03:30:00+02:00,710,30,507
Euskirchen (Kreis),2020-04-25T03:30:00+02:00,332,12,189
Gelsenkirchen,2020-04-25T03:30:00+02:00,284,8,196
Gütersloh (Kreis),2020-04-25T03:30:00+02:00,587,17,
Hagen,2020-04-25T03:30:00+02:00,233,6,141
Hamm,2020-04-25T03:30:00+02:00,422,26,
Heinsberg (Kreis),2020-04-25T03:30:00+02:00,1729,60,1407
Herford (Kreis),2020-04-25T03:30:00+02:00,316,5,219
Herne,2020-04-25T03:30:00+02:00,153,1,93
Hochsauerlandkreis (Kreis),2020-04-25T03:30:00+02:00,565,14,360
Höxter (Kreis),2020-04-25T03:30:00+02:00,277,5,175
Kleve (Kreis),2020-04-25T03:30:00+02:00,551,21,308
Köln,2020-04-25T03:30:00+02:00,2235,72,1881
Krefeld,2020-04-25T03:30:00+02:00,456,16,306
Leverkusen,2020-04-25T03:30:00+02:00,190,3,143
Lippe (Kreis),2020-04-25T03:30:00+02:00,686,25,421
Märkischer Kreis,2020-04-25T03:30:00+02:00,514,19,265
Mettmann (Kreis),2020-04-25T03:30:00+02:00,797,51,492
Minden-Lübbecke (Kreis),2020-04-25T03:30:00+02:00,411,7,308
Mönchengladbach,2020-04-25T03:30:00+02:00,457,28,296
Mülheim / Ruhr,2020-04-25T03:30:00+02:00,163,4,111
Münster,2020-04-25T03:30:00+02:00,625,13,553
Oberbergischer Kreis,2020-04-25T03:30:00+02:00,444,12,312
Oberhausen,2020-04-25T03:30:00+02:00,173,1,136
Olpe (Kreis),2020-04-25T03:30:00+02:00,527,27,359
Paderborn (Kreis),2020-04-25T03:30:00+02:00,566,26,302
Recklinghausen (Kreis),2020-04-25T03:30:00+02:00,973,16,635
Remscheid,2020-04-25T03:30:00+02:00,210,12,165
Rhein-Erft-Kreis,2020-04-25T03:30:00+02:00,934,55,483
Rheinisch-Bergischer Kreis,2020-04-25T03:30:00+02:00,406,14,297
Rhein-Kreis Neuss,2020-04-25T03:30:00+02:00,573,18,469
Rhein-Sieg-Kreis,2020-04-25T03:30:00+02:00,1116,26,814
Siegen-Wittgenstein (Kreis),2020-04-25T03:30:00+02:00,262,7,
Soest (Kreis),2020-04-25T03:30:00+02:00,335,4,
Solingen,2020-04-25T03:30:00+02:00,223,5,144
Steinfurt (Kreis),2020-04-25T03:30:00+02:00,1194,57,746
Unna (Kreis),2020-04-25T03:30:00+02:00,579,23,
Viersen (Kreis),2020-04-25T03:30:00+02:00,590,26,342
Warendorf (Kreis),2020-04-25T03:30:00+02:00,448,10,345
Wesel (Kreis),2020-04-25T03:30:00+02:00,474,19,324
Wuppertal,2020-04-25T03:30:00+02:00,768,45,371
