Area,AreaID,Date,EConfirmed,EDeaths,Recovered
Düsseldorf,5111,2020-11-11T23:59:00+01:00,7813,70,3862
Duisburg,5112,2020-11-11T23:59:00+01:00,7773,112,5075
Essen,5113,2020-11-11T23:59:00+01:00,5887,65,3306
Krefeld,5114,2020-11-11T23:59:00+01:00,2643,31,1166
Mönchengladbach,5116,2020-11-11T23:59:00+01:00,2518,61,1838
Mülheim / Ruhr,5117,2020-11-11T23:59:00+01:00,1843,20,1345
Oberhausen,5119,2020-11-11T23:59:00+01:00,1977,19,1355
Remscheid,5120,2020-11-11T23:59:00+01:00,1504,23,1079
Solingen,5122,2020-11-11T23:59:00+01:00,2141,20,1688
Wuppertal,5124,2020-11-11T23:59:00+01:00,4633,97,3012
Kleve (Kreis),5154,2020-11-11T23:59:00+01:00,2556,62,1342
Mettmann (Kreis),5158,2020-11-11T23:59:00+01:00,5324,114,3403
Rhein-Kreis Neuss,5162,2020-11-11T23:59:00+01:00,3927,40,2238
Viersen (Kreis),5166,2020-11-11T23:59:00+01:00,2425,44,1128
Wesel (Kreis),5170,2020-11-11T23:59:00+01:00,3372,36,2711
Bonn,5314,2020-11-11T23:59:00+01:00,3033,20,2304
Köln,5315,2020-11-11T23:59:00+01:00,14482,183,6527
Leverkusen,5316,2020-11-11T23:59:00+01:00,1675,15,1303
Aachen & Städteregion Aachen,5334,2020-11-11T23:59:00+01:00,7664,142,5997
Düren (Kreis),5358,2020-11-11T23:59:00+01:00,3187,56,2287
Rhein-Erft-Kreis,5362,2020-11-11T23:59:00+01:00,4472,94,3422
Euskirchen (Kreis),5366,2020-11-11T23:59:00+01:00,1670,35,1179
Heinsberg (Kreis),5370,2020-11-11T23:59:00+01:00,3367,102,2746
Oberbergischer Kreis,5374,2020-11-11T23:59:00+01:00,2301,28,1635
Rheinisch-Bergischer Kreis,5378,2020-11-11T23:59:00+01:00,2474,27,1761
Rhein-Sieg-Kreis,5382,2020-11-11T23:59:00+01:00,5424,70,2702
Bottrop,5512,2020-11-11T23:59:00+01:00,1170,10,583
Gelsenkirchen,5513,2020-11-11T23:59:00+01:00,3482,23,1964
Münster,5515,2020-11-11T23:59:00+01:00,2336,17,1829
Borken (Kreis),5554,2020-11-11T23:59:00+01:00,3311,57,2415
Coesfeld (Kreis),5558,2020-11-11T23:59:00+01:00,1675,26,1377
Recklinghausen (Kreis),5562,2020-11-11T23:59:00+01:00,7067,66,4838
Steinfurt (Kreis),5566,2020-11-11T23:59:00+01:00,3696,101,2802
Warendorf (Kreis),5570,2020-11-11T23:59:00+01:00,2703,23,2037
Bielefeld,5711,2020-11-11T23:59:00+01:00,2896,13,1215
Gütersloh (Kreis),5754,2020-11-11T23:59:00+01:00,5410,28,4172
Herford (Kreis),5758,2020-11-11T23:59:00+01:00,2348,16,1576
Höxter (Kreis),5762,2020-11-11T23:59:00+01:00,956,20,701
Lippe (Kreis),5766,2020-11-11T23:59:00+01:00,2792,35,2027
Minden-Lübbecke (Kreis),5770,2020-11-11T23:59:00+01:00,2651,20,1595
Paderborn (Kreis),5774,2020-11-11T23:59:00+01:00,1986,51,1377
Bochum,5911,2020-11-11T23:59:00+01:00,3776,36,1649
Dortmund,5913,2020-11-11T23:59:00+01:00,6201,34,3721
Hagen,5914,2020-11-11T23:59:00+01:00,2384,30,1019
Hamm,5915,2020-11-11T23:59:00+01:00,2441,45,1893
Herne,5916,2020-11-11T23:59:00+01:00,2219,21,1394
Ennepe-Ruhr-Kreis,5954,2020-11-11T23:59:00+01:00,2780,46,2026
Hochsauerlandkreis,5958,2020-11-11T23:59:00+01:00,2221,26,1670
Märkischer Kreis,5962,2020-11-11T23:59:00+01:00,3534,39,1706
Olpe (Kreis),5966,2020-11-11T23:59:00+01:00,1520,62,1216
Siegen-Wittgenstein (Kreis),5970,2020-11-11T23:59:00+01:00,1870,9,1408
Soest (Kreis),5974,2020-11-11T23:59:00+01:00,1389,15,1025
Unna (Kreis),5978,2020-11-11T23:59:00+01:00,4235,61,3147
