Area,Date,EConfirmed,EDeaths,Recovered
Aachen & Städteregion Aachen,2020-09-11T03:30:00+02:00,2404,103,2260
Bielefeld,2020-09-11T03:30:00+02:00,783,7,716
Bochum,2020-09-11T03:30:00+02:00,1114,28,1009
Bonn,2020-09-11T03:30:00+02:00,1077,9,1024
Borken (Kreis),2020-09-11T03:30:00+02:00,1279,38,1213
Bottrop,2020-09-11T03:30:00+02:00,322,7,301
Coesfeld (Kreis),2020-09-11T03:30:00+02:00,923,25,890
Dortmund,2020-09-11T03:30:00+02:00,1772,20,1588
Duisburg,2020-09-11T03:30:00+02:00,2523,69,2364
Düren (Kreis),2020-09-11T03:30:00+02:00,905,41,839
Düsseldorf,2020-09-11T03:30:00+02:00,2788,47,2665
Ennepe-Ruhr-Kreis,2020-09-11T03:30:00+02:00,774,15,711
Essen,2020-09-11T03:30:00+02:00,1715,46,1568
Euskirchen (Kreis),2020-09-11T03:30:00+02:00,710,27,671
Gelsenkirchen,2020-09-11T03:30:00+02:00,864,20,784
Gütersloh (Kreis),2020-09-11T03:30:00+02:00,2908,20,2829
Hagen,2020-09-11T03:30:00+02:00,695,14,633
Hamm,2020-09-11T03:30:00+02:00,727,38,657
Heinsberg (Kreis),2020-09-11T03:30:00+02:00,2095,92,1963
Herford (Kreis),2020-09-11T03:30:00+02:00,573,8,545
Herne,2020-09-11T03:30:00+02:00,472,6,449
Hochsauerlandkreis,2020-09-11T03:30:00+02:00,844,18,789
Höxter (Kreis),2020-09-11T03:30:00+02:00,418,18,390
Kleve (Kreis),2020-09-11T03:30:00+02:00,1057,37,1006
Köln,2020-09-11T03:30:00+02:00,3971,113,3562
Krefeld,2020-09-11T03:30:00+02:00,907,25,804
Leverkusen,2020-09-11T03:30:00+02:00,463,7,413
Lippe (Kreis),2020-09-11T03:30:00+02:00,920,31,846
Märkischer Kreis,2020-09-11T03:30:00+02:00,983,32,866
Mettmann (Kreis),2020-09-11T03:30:00+02:00,1770,84,1640
Minden-Lübbecke (Kreis),2020-09-11T03:30:00+02:00,758,13,718
Mönchengladbach,2020-09-11T03:30:00+02:00,1007,50,905
Mülheim / Ruhr,2020-09-11T03:30:00+02:00,496,14,451
Münster,2020-09-11T03:30:00+02:00,955,13,916
Oberbergischer Kreis,2020-09-11T03:30:00+02:00,652,18,593
Oberhausen,2020-09-11T03:30:00+02:00,543,13,491
Olpe (Kreis),2020-09-11T03:30:00+02:00,768,56,689
Paderborn (Kreis),2020-09-11T03:30:00+02:00,853,34,784
Recklinghausen (Kreis),2020-09-11T03:30:00+02:00,1932,44,1791
Remscheid,2020-09-11T03:30:00+02:00,372,18,335
Rhein-Erft-Kreis,2020-09-11T03:30:00+02:00,1536,78,1351
Rheinisch-Bergischer Kreis,2020-09-11T03:30:00+02:00,662,22,597
Rhein-Kreis Neuss,2020-09-11T03:30:00+02:00,1193,24,1137
Rhein-Sieg-Kreis,2020-09-11T03:30:00+02:00,1926,53,1796
Siegen-Wittgenstein (Kreis),2020-09-11T03:30:00+02:00,555,8,512
Soest (Kreis),2020-09-11T03:30:00+02:00,510,8,479
Solingen,2020-09-11T03:30:00+02:00,540,13,446
Steinfurt (Kreis),2020-09-11T03:30:00+02:00,1619,90,1487
Unna (Kreis),2020-09-11T03:30:00+02:00,1190,42,1063
Viersen (Kreis),2020-09-11T03:30:00+02:00,951,37,841
Warendorf (Kreis),2020-09-11T03:30:00+02:00,973,20,925
Wesel (Kreis),2020-09-11T03:30:00+02:00,1248,29,1108
Wuppertal,2020-09-11T03:30:00+02:00,1509,86,1341
