Area,Date,EConfirmed,EDeaths,Recovered
Aachen & Städteregion Aachen,2020-08-25T03:30:00+02:00,2304,102,2120
Bielefeld,2020-08-25T03:30:00+02:00,718,7,646
Bochum,2020-08-25T03:30:00+02:00,1014,27,859
Bonn,2020-08-25T03:30:00+02:00,990,9,928
Borken (Kreis),2020-08-25T03:30:00+02:00,1250,38,1147
Bottrop,2020-08-25T03:30:00+02:00,297,7,276
Coesfeld (Kreis),2020-08-25T03:30:00+02:00,908,25,875
Dortmund,2020-08-25T03:30:00+02:00,1593,19,1356
Duisburg,2020-08-25T03:30:00+02:00,2370,67,2124
Düren (Kreis),2020-08-25T03:30:00+02:00,836,40,772
Düsseldorf,2020-08-25T03:30:00+02:00,2563,45,2366
Ennepe-Ruhr-Kreis,2020-08-25T03:30:00+02:00,712,15,633
Essen,2020-08-25T03:30:00+02:00,1556,46,1353
Euskirchen (Kreis),2020-08-25T03:30:00+02:00,675,26,608
Gelsenkirchen,2020-08-25T03:30:00+02:00,780,20,660
Gütersloh (Kreis),2020-08-25T03:30:00+02:00,2827,20,2747
Hagen,2020-08-25T03:30:00+02:00,632,14,530
Hamm,2020-08-25T03:30:00+02:00,693,36,595
Heinsberg (Kreis),2020-08-25T03:30:00+02:00,2047,89,1903
Herford (Kreis),2020-08-25T03:30:00+02:00,543,8,501
Herne,2020-08-25T03:30:00+02:00,427,5,363
Hochsauerlandkreis,2020-08-25T03:30:00+02:00,809,18,717
Höxter (Kreis),2020-08-25T03:30:00+02:00,401,18,368
Kleve (Kreis),2020-08-25T03:30:00+02:00,1029,37,950
Köln,2020-08-25T03:30:00+02:00,3446,113,3167
Krefeld,2020-08-25T03:30:00+02:00,803,24,733
Leverkusen,2020-08-25T03:30:00+02:00,398,6,317
Lippe (Kreis),2020-08-25T03:30:00+02:00,880,31,789
Märkischer Kreis,2020-08-25T03:30:00+02:00,892,32,696
Mettmann (Kreis),2020-08-25T03:30:00+02:00,1683,83,1486
Minden-Lübbecke (Kreis),2020-08-25T03:30:00+02:00,708,13,586
Mönchengladbach,2020-08-25T03:30:00+02:00,947,49,821
Mülheim / Ruhr,2020-08-25T03:30:00+02:00,438,14,382
Münster,2020-08-25T03:30:00+02:00,906,13,844
Oberbergischer Kreis,2020-08-25T03:30:00+02:00,604,18,534
Oberhausen,2020-08-25T03:30:00+02:00,484,13,430
Olpe (Kreis),2020-08-25T03:30:00+02:00,743,56,651
Paderborn (Kreis),2020-08-25T03:30:00+02:00,818,34,732
Recklinghausen (Kreis),2020-08-25T03:30:00+02:00,1794,43,1610
Remscheid,2020-08-25T03:30:00+02:00,337,18,288
Rhein-Erft-Kreis,2020-08-25T03:30:00+02:00,1390,78,1193
Rheinisch-Bergischer Kreis,2020-08-25T03:30:00+02:00,612,22,534
Rhein-Kreis Neuss,2020-08-25T03:30:00+02:00,1104,23,1007
Rhein-Sieg-Kreis,2020-08-25T03:30:00+02:00,1765,53,1767
Siegen-Wittgenstein (Kreis),2020-08-25T03:30:00+02:00,515,8,410
Soest (Kreis),2020-08-25T03:30:00+02:00,485,8,446
Solingen,2020-08-25T03:30:00+02:00,455,13,395
Steinfurt (Kreis),2020-08-25T03:30:00+02:00,1572,88,1413
Unna (Kreis),2020-08-25T03:30:00+02:00,1118,40,921
Viersen (Kreis),2020-08-25T03:30:00+02:00,869,37,779
Warendorf (Kreis),2020-08-25T03:30:00+02:00,940,20,884
Wesel (Kreis),2020-08-25T03:30:00+02:00,1168,28,993
Wuppertal,2020-08-25T03:30:00+02:00,1364,86,1175
