Area,Date,EConfirmed,EDeaths,Recovered
Aachen & Städteregion Aachen,2020-08-16T03:30:00+02:00,2193,101,1975
Bielefeld,2020-08-16T03:30:00+02:00,685,6,586
Bochum,2020-08-16T03:30:00+02:00,955,24,762
Bonn,2020-08-16T03:30:00+02:00,930,9,829
Borken (Kreis),2020-08-16T03:30:00+02:00,1212,38,1122
Bottrop,2020-08-16T03:30:00+02:00,291,7,260
Coesfeld (Kreis),2020-08-16T03:30:00+02:00,901,25,866
Dortmund,2020-08-16T03:30:00+02:00,1472,17,1207
Duisburg,2020-08-16T03:30:00+02:00,2221,65,1916
Düren (Kreis),2020-08-16T03:30:00+02:00,814,40,643
Düsseldorf,2020-08-16T03:30:00+02:00,2394,45,2176
Ennepe-Ruhr-Kreis,2020-08-16T03:30:00+02:00,660,14,576
Essen,2020-08-16T03:30:00+02:00,1438,46,1238
Euskirchen (Kreis),2020-08-16T03:30:00+02:00,653,26,566
Gelsenkirchen,2020-08-16T03:30:00+02:00,719,19,616
Gütersloh (Kreis),2020-08-16T03:30:00+02:00,2772,20,2624
Hagen,2020-08-16T03:30:00+02:00,580,13,485
Hamm,2020-08-16T03:30:00+02:00,642,36,564
Heinsberg (Kreis),2020-08-16T03:30:00+02:00,2012,87,1872
Herford (Kreis),2020-08-16T03:30:00+02:00,515,8,421
Herne,2020-08-16T03:30:00+02:00,406,5,316
Hochsauerlandkreis,2020-08-16T03:30:00+02:00,780,18,689
Höxter (Kreis),2020-08-16T03:30:00+02:00,390,18,358
Kleve (Kreis),2020-08-16T03:30:00+02:00,993,37,823
Köln,2020-08-16T03:30:00+02:00,3244,110,2863
Krefeld,2020-08-16T03:30:00+02:00,772,24,689
Leverkusen,2020-08-16T03:30:00+02:00,358,5,283
Lippe (Kreis),2020-08-16T03:30:00+02:00,852,30,759
Märkischer Kreis,2020-08-16T03:30:00+02:00,793,32,660
Mettmann (Kreis),2020-08-16T03:30:00+02:00,1583,83,1340
Minden-Lübbecke (Kreis),2020-08-16T03:30:00+02:00,660,13,488
Mönchengladbach,2020-08-16T03:30:00+02:00,917,47,750
Mülheim / Ruhr,2020-08-16T03:30:00+02:00,394,14,343
Münster,2020-08-16T03:30:00+02:00,875,13,767
Oberbergischer Kreis,2020-08-16T03:30:00+02:00,572,18,499
Oberhausen,2020-08-16T03:30:00+02:00,459,12,363
Olpe (Kreis),2020-08-16T03:30:00+02:00,718,56,622
Paderborn (Kreis),2020-08-16T03:30:00+02:00,791,34,716
Recklinghausen (Kreis),2020-08-16T03:30:00+02:00,1704,43,1497
Remscheid,2020-08-16T03:30:00+02:00,312,18,250
Rhein-Erft-Kreis,2020-08-16T03:30:00+02:00,1334,76,1114
Rheinisch-Bergischer Kreis,2020-08-16T03:30:00+02:00,576,23,488
Rhein-Kreis Neuss,2020-08-16T03:30:00+02:00,1025,23,912
Rhein-Sieg-Kreis,2020-08-16T03:30:00+02:00,1687,53,1473
Siegen-Wittgenstein (Kreis),2020-08-16T03:30:00+02:00,479,8,357
Soest (Kreis),2020-08-16T03:30:00+02:00,469,8,406
Solingen,2020-08-16T03:30:00+02:00,431,12,362
Steinfurt (Kreis),2020-08-16T03:30:00+02:00,1513,87,1330
Unna (Kreis),2020-08-16T03:30:00+02:00,1081,40,834
Viersen (Kreis),2020-08-16T03:30:00+02:00,853,37,753
Warendorf (Kreis),2020-08-16T03:30:00+02:00,924,20,850
Wesel (Kreis),2020-08-16T03:30:00+02:00,1110,28,892
Wuppertal,2020-08-16T03:30:00+02:00,1276,86,1042
