Area,Date,EConfirmed,EDeaths,Recovered
Aachen & Städteregion Aachen,2020-05-29T03:30:00+02:00,1964,92,1846
Bielefeld,2020-05-29T03:30:00+02:00,410,4,395
Bochum,2020-05-29T03:30:00+02:00,516,18,456
Bonn,2020-05-29T03:30:00+02:00,727,8,686
Borken (Kreis),2020-05-29T03:30:00+02:00,1092,38,931
Bottrop,2020-05-29T03:30:00+02:00,195,6,178
Coesfeld (Kreis),2020-05-29T03:30:00+02:00,860,24,780
Dortmund,2020-05-29T03:30:00+02:00,729,6,711
Duisburg,2020-05-29T03:30:00+02:00,1146,54,913
Düren (Kreis),2020-05-29T03:30:00+02:00,591,38,536
Düsseldorf,2020-05-29T03:30:00+02:00,1420,30,1169
Ennepe-Ruhr-Kreis,2020-05-29T03:30:00+02:00,430,14,388
Essen,2020-05-29T03:30:00+02:00,841,40,735
Euskirchen (Kreis),2020-05-29T03:30:00+02:00,460,21,395
Gelsenkirchen,2020-05-29T03:30:00+02:00,404,13,348
Gütersloh (Kreis),2020-05-29T03:30:00+02:00,661,19,577
Hagen,2020-05-29T03:30:00+02:00,327,13,302
Hamm,2020-05-29T03:30:00+02:00,472,36,418
Heinsberg (Kreis),2020-05-29T03:30:00+02:00,1881,70,1684
Herford (Kreis),2020-05-29T03:30:00+02:00,331,7,320
Herne,2020-05-29T03:30:00+02:00,193,2,177
Hochsauerlandkreis (Kreis),2020-05-29T03:30:00+02:00,608,17,578
Höxter (Kreis),2020-05-29T03:30:00+02:00,353,17,307
Kleve (Kreis),2020-05-29T03:30:00+02:00,692,35,579
Köln,2020-05-29T03:30:00+02:00,2479,97,2293
Krefeld,2020-05-29T03:30:00+02:00,621,22,555
Leverkusen,2020-05-29T03:30:00+02:00,239,5,210
Lippe (Kreis),2020-05-29T03:30:00+02:00,742,29,702
Märkischer Kreis,2020-05-29T03:30:00+02:00,598,29,530
Mettmann (Kreis),2020-05-29T03:30:00+02:00,947,79,819
Minden-Lübbecke (Kreis),2020-05-29T03:30:00+02:00,487,9,429
Mönchengladbach,2020-05-29T03:30:00+02:00,611,39,473
Mülheim / Ruhr,2020-05-29T03:30:00+02:00,207,9,177
Münster,2020-05-29T03:30:00+02:00,708,13,648
Oberbergischer Kreis,2020-05-29T03:30:00+02:00,486,17,451
Oberhausen,2020-05-29T03:30:00+02:00,259,9,235
Olpe (Kreis),2020-05-29T03:30:00+02:00,630,54,592
Paderborn (Kreis),2020-05-29T03:30:00+02:00,642,33,549
Recklinghausen (Kreis),2020-05-29T03:30:00+02:00,1269,39,1179
Remscheid,2020-05-29T03:30:00+02:00,238,17,213
Rhein-Erft-Kreis,2020-05-29T03:30:00+02:00,1090,75,981
Rheinisch-Bergischer Kreis,2020-05-29T03:30:00+02:00,465,20,414
Rhein-Kreis Neuss,2020-05-29T03:30:00+02:00,682,20,650
Rhein-Sieg-Kreis,2020-05-29T03:30:00+02:00,1424,48,1148
Siegen-Wittgenstein (Kreis),2020-05-29T03:30:00+02:00,311,8,288
Soest (Kreis),2020-05-29T03:30:00+02:00,362,8,348
Solingen,2020-05-29T03:30:00+02:00,247,8,230
Steinfurt (Kreis),2020-05-29T03:30:00+02:00,1326,80,1211
Unna (Kreis),2020-05-29T03:30:00+02:00,668,34,588
Viersen (Kreis),2020-05-29T03:30:00+02:00,708,35,603
Warendorf (Kreis),2020-05-29T03:30:00+02:00,487,20,459
Wesel (Kreis),2020-05-29T03:30:00+02:00,617,26,522
Wuppertal,2020-05-29T03:30:00+02:00,931,83,763
