Area,AreaID,Date,EConfirmed,EDeaths,Recovered
Düsseldorf,5111,2020-12-16T23:59:00+01:00,11930,115,9033
Duisburg,5112,2020-12-16T23:59:00+01:00,13546,257,11104
Essen,5113,2020-12-16T23:59:00+01:00,10825,152,7605
Krefeld,5114,2020-12-16T23:59:00+01:00,4521,48,3191
Mönchengladbach,5116,2020-12-16T23:59:00+01:00,4793,93,3836
Mülheim / Ruhr,5117,2020-12-16T23:59:00+01:00,3554,66,2963
Oberhausen,5119,2020-12-16T23:59:00+01:00,4128,70,3340
Remscheid,5120,2020-12-16T23:59:00+01:00,2575,63,2050
Solingen,5122,2020-12-16T23:59:00+01:00,4197,76,3412
Wuppertal,5124,2020-12-16T23:59:00+01:00,8268,170,6451
Kleve (Kreis),5154,2020-12-16T23:59:00+01:00,4109,77,2935
Mettmann (Kreis),5158,2020-12-16T23:59:00+01:00,9166,200,7169
Rhein-Kreis Neuss,5162,2020-12-16T23:59:00+01:00,6811,84,4803
Viersen (Kreis),5166,2020-12-16T23:59:00+01:00,4740,64,2906
Wesel (Kreis),5170,2020-12-16T23:59:00+01:00,7317,56,5848
Bonn,5314,2020-12-16T23:59:00+01:00,5748,52,4649
Köln,5315,2020-12-16T23:59:00+01:00,22746,291,16697
Leverkusen,5316,2020-12-16T23:59:00+01:00,3034,29,2468
Aachen & Städteregion Aachen,5334,2020-12-16T23:59:00+01:00,12387,239,10759
Düren (Kreis),5358,2020-12-16T23:59:00+01:00,6097,117,5038
Rhein-Erft-Kreis,5362,2020-12-16T23:59:00+01:00,7823,144,6730
Euskirchen (Kreis),5366,2020-12-16T23:59:00+01:00,3120,67,2527
Heinsberg (Kreis),5370,2020-12-16T23:59:00+01:00,5506,153,4599
Oberbergischer Kreis,5374,2020-12-16T23:59:00+01:00,4723,67,3646
Rheinisch-Bergischer Kreis,5378,2020-12-16T23:59:00+01:00,4503,42,3723
Rhein-Sieg-Kreis,5382,2020-12-16T23:59:00+01:00,9849,138,6592
Bottrop,5512,2020-12-16T23:59:00+01:00,2305,17,1847
Gelsenkirchen,5513,2020-12-16T23:59:00+01:00,6392,54,4769
Münster,5515,2020-12-16T23:59:00+01:00,3538,36,3049
Borken (Kreis),5554,2020-12-16T23:59:00+01:00,5764,95,4777
Coesfeld (Kreis),5558,2020-12-16T23:59:00+01:00,2524,27,2146
Recklinghausen (Kreis),5562,2020-12-16T23:59:00+01:00,13286,192,10501
Steinfurt (Kreis),5566,2020-12-16T23:59:00+01:00,6182,133,5267
Warendorf (Kreis),5570,2020-12-16T23:59:00+01:00,4888,61,4037
Bielefeld,5711,2020-12-16T23:59:00+01:00,6077,66,3545
Gütersloh (Kreis),5754,2020-12-16T23:59:00+01:00,8931,82,7558
Herford (Kreis),5758,2020-12-16T23:59:00+01:00,4317,48,3277
Höxter (Kreis),5762,2020-12-16T23:59:00+01:00,1806,30,1502
Lippe (Kreis),5766,2020-12-16T23:59:00+01:00,7131,95,5761
Minden-Lübbecke (Kreis),5770,2020-12-16T23:59:00+01:00,5791,60,4553
Paderborn (Kreis),5774,2020-12-16T23:59:00+01:00,3618,73,3056
Bochum,5911,2020-12-16T23:59:00+01:00,6697,59,4426
Dortmund,5913,2020-12-16T23:59:00+01:00,11584,119,9685
Hagen,5914,2020-12-16T23:59:00+01:00,4666,84,3153
Hamm,5915,2020-12-16T23:59:00+01:00,4317,75,3753
Herne,5916,2020-12-16T23:59:00+01:00,4025,51,3347
Ennepe-Ruhr-Kreis,5954,2020-12-16T23:59:00+01:00,5130,93,4138
Hochsauerlandkreis,5958,2020-12-16T23:59:00+01:00,3572,57,3181
Märkischer Kreis,5962,2020-12-16T23:59:00+01:00,6688,87,4386
Olpe (Kreis),5966,2020-12-16T23:59:00+01:00,2283,71,1913
Siegen-Wittgenstein (Kreis),5970,2020-12-16T23:59:00+01:00,4034,34,3402
Soest (Kreis),5974,2020-12-16T23:59:00+01:00,2729,36,2235
Unna (Kreis),5978,2020-12-16T23:59:00+01:00,8382,162,6870
