Area,Date,EConfirmed,EDeaths,Recovered
Aachen & Städteregion Aachen,2020-08-06T03:30:00+02:00,2137,100,1968
Bielefeld,2020-08-06T03:30:00+02:00,613,5,562
Bochum,2020-08-06T03:30:00+02:00,827,21,694
Bonn,2020-08-06T03:30:00+02:00,848,9,813
Borken (Kreis),2020-08-06T03:30:00+02:00,1174,38,1102
Bottrop,2020-08-06T03:30:00+02:00,273,7,226
Coesfeld (Kreis),2020-08-06T03:30:00+02:00,891,25,861
Dortmund,2020-08-06T03:30:00+02:00,1301,15,1132
Duisburg,2020-08-06T03:30:00+02:00,2029,64,1812
Düren (Kreis),2020-08-06T03:30:00+02:00,743,40,613
Düsseldorf,2020-08-06T03:30:00+02:00,2209,45,2045
Ennepe-Ruhr-Kreis,2020-08-06T03:30:00+02:00,589,14,549
Essen,2020-08-06T03:30:00+02:00,1283,45,1112
Euskirchen (Kreis),2020-08-06T03:30:00+02:00,617,25,539
Gelsenkirchen,2020-08-06T03:30:00+02:00,653,18,552
Gütersloh (Kreis),2020-08-06T03:30:00+02:00,2648,20,2573
Hagen,2020-08-06T03:30:00+02:00,512,13,451
Hamm,2020-08-06T03:30:00+02:00,604,36,549
Heinsberg (Kreis),2020-08-06T03:30:00+02:00,1996,87,1871
Herford (Kreis),2020-08-06T03:30:00+02:00,444,8,408
Herne,2020-08-06T03:30:00+02:00,332,3,274
Hochsauerlandkreis,2020-08-06T03:30:00+02:00,733,18,680
Höxter (Kreis),2020-08-06T03:30:00+02:00,379,18,356
Kleve (Kreis),2020-08-06T03:30:00+02:00,925,37,800
Köln,2020-08-06T03:30:00+02:00,3075,109,2772
Krefeld,2020-08-06T03:30:00+02:00,742,24,668
Leverkusen,2020-08-06T03:30:00+02:00,319,5,283
Lippe (Kreis),2020-08-06T03:30:00+02:00,811,30,747
Märkischer Kreis,2020-08-06T03:30:00+02:00,725,31,637
Mettmann (Kreis),2020-08-06T03:30:00+02:00,1420,82,1258
Minden-Lübbecke (Kreis),2020-08-06T03:30:00+02:00,594,13,488
Mönchengladbach,2020-08-06T03:30:00+02:00,834,47,703
Mülheim / Ruhr,2020-08-06T03:30:00+02:00,367,14,316
Münster,2020-08-06T03:30:00+02:00,801,13,736
Oberbergischer Kreis,2020-08-06T03:30:00+02:00,535,18,496
Oberhausen,2020-08-06T03:30:00+02:00,413,11,348
Olpe (Kreis),2020-08-06T03:30:00+02:00,688,56,613
Paderborn (Kreis),2020-08-06T03:30:00+02:00,771,34,708
Recklinghausen (Kreis),2020-08-06T03:30:00+02:00,1572,41,1414
Remscheid,2020-08-06T03:30:00+02:00,287,18,241
Rhein-Erft-Kreis,2020-08-06T03:30:00+02:00,1238,76,1101
Rheinisch-Bergischer Kreis,2020-08-06T03:30:00+02:00,526,22,481
Rhein-Kreis Neuss,2020-08-06T03:30:00+02:00,945,21,840
Rhein-Sieg-Kreis,2020-08-06T03:30:00+02:00,1607,52,1460
Siegen-Wittgenstein (Kreis),2020-08-06T03:30:00+02:00,409,8,327
Soest (Kreis),2020-08-06T03:30:00+02:00,434,8,397
Solingen,2020-08-06T03:30:00+02:00,394,12,312
Steinfurt (Kreis),2020-08-06T03:30:00+02:00,1447,86,1286
Unna (Kreis),2020-08-06T03:30:00+02:00,946,39,773
Viersen (Kreis),2020-08-06T03:30:00+02:00,817,37,730
Warendorf (Kreis),2020-08-06T03:30:00+02:00,889,20,832
Wesel (Kreis),2020-08-06T03:30:00+02:00,987,28,837
Wuppertal,2020-08-06T03:30:00+02:00,1140,86,977
