Area,AreaID,Date,EConfirmed,EDeaths,Recovered
Düsseldorf,5111,2021-09-18T23:59:00+02:00,30975,462,29400
Duisburg,5112,2021-09-18T23:59:00+02:00,32856,679,30500
Essen,5113,2021-09-18T23:59:00+02:00,30345,597,27900
Krefeld,5114,2021-09-18T23:59:00+02:00,13541,180,12200
Mönchengladbach,5116,2021-09-18T23:59:00+02:00,13273,237,11800
Mülheim / Ruhr,5117,2021-09-18T23:59:00+02:00,9559,236,9100
Oberhausen,5119,2021-09-18T23:59:00+02:00,12379,377,11700
Remscheid,5120,2021-09-18T23:59:00+02:00,7072,181,6600
Solingen,5122,2021-09-18T23:59:00+02:00,10725,204,10300
Wuppertal,5124,2021-09-18T23:59:00+02:00,24426,495,22700
Kleve (Kreis),5154,2021-09-18T23:59:00+02:00,12772,197,12000
Mettmann (Kreis),5158,2021-09-18T23:59:00+02:00,27936,769,25100
Rhein-Kreis Neuss,5162,2021-09-18T23:59:00+02:00,21376,361,20200
Viersen (Kreis),5166,2021-09-18T23:59:00+02:00,13043,312,11900
Wesel (Kreis),5170,2021-09-18T23:59:00+02:00,19760,316,19100
Bonn,5314,2021-09-18T23:59:00+02:00,17307,259,15500
Köln,5315,2021-09-18T23:59:00+02:00,62878,742,57000
Leverkusen,5316,2021-09-18T23:59:00+02:00,9883,111,9200
Aachen & Städteregion Aachen,5334,2021-09-18T23:59:00+02:00,30032,599,28800
Düren (Kreis),5358,2021-09-18T23:59:00+02:00,15210,294,14500
Rhein-Erft-Kreis,5362,2021-09-18T23:59:00+02:00,23218,414,21900
Euskirchen (Kreis),5366,2021-09-18T23:59:00+02:00,8969,243,8500
Heinsberg (Kreis),5370,2021-09-18T23:59:00+02:00,13336,393,12000
Oberbergischer Kreis,5374,2021-09-18T23:59:00+02:00,16735,259,15300
Rheinisch-Bergischer Kreis,5378,2021-09-18T23:59:00+02:00,12800,180,12300
Rhein-Sieg-Kreis,5382,2021-09-18T23:59:00+02:00,27214,563,24300
Bottrop,5512,2021-09-18T23:59:00+02:00,6173,118,5700
Gelsenkirchen,5513,2021-09-18T23:59:00+02:00,17665,422,16200
Münster,5515,2021-09-18T23:59:00+02:00,9624,125,9200
Borken (Kreis),5554,2021-09-18T23:59:00+02:00,15818,272,15200
Coesfeld (Kreis),5558,2021-09-18T23:59:00+02:00,6381,100,5900
Recklinghausen (Kreis),5562,2021-09-18T23:59:00+02:00,35237,990,33100
Steinfurt (Kreis),5566,2021-09-18T23:59:00+02:00,19760,333,18900
Warendorf (Kreis),5570,2021-09-18T23:59:00+02:00,13041,254,12400
Bielefeld,5711,2021-09-18T23:59:00+02:00,18867,357,17200
Gütersloh (Kreis),5754,2021-09-18T23:59:00+02:00,22817,328,21800
Herford (Kreis),5758,2021-09-18T23:59:00+02:00,13087,189,11800
Höxter (Kreis),5762,2021-09-18T23:59:00+02:00,5760,143,5500
Lippe (Kreis),5766,2021-09-18T23:59:00+02:00,19847,407,18700
Minden-Lübbecke (Kreis),5770,2021-09-18T23:59:00+02:00,17423,269,16500
Paderborn (Kreis),5774,2021-09-18T23:59:00+02:00,12420,160,11900
Bochum,5911,2021-09-18T23:59:00+02:00,19052,253,17300
Dortmund,5913,2021-09-18T23:59:00+02:00,32843,411,31300
Hagen,5914,2021-09-18T23:59:00+02:00,14119,330,12900
Hamm,5915,2021-09-18T23:59:00+02:00,11919,204,11200
Herne,5916,2021-09-18T23:59:00+02:00,10661,274,10100
Ennepe-Ruhr-Kreis,5954,2021-09-18T23:59:00+02:00,15405,374,14500
Hochsauerlandkreis,5958,2021-09-18T23:59:00+02:00,11153,204,10700
Märkischer Kreis,5962,2021-09-18T23:59:00+02:00,24098,424,21600
Olpe (Kreis),5966,2021-09-18T23:59:00+02:00,6506,167,6200
Siegen-Wittgenstein (Kreis),5970,2021-09-18T23:59:00+02:00,13813,182,13100
Soest (Kreis),5974,2021-09-18T23:59:00+02:00,9955,191,9500
Unna (Kreis),5978,2021-09-18T23:59:00+02:00,20708,497,19700
