Area,Date,EConfirmed,EDeaths,Recovered
Aachen & Städteregion Aachen,2020-07-09T03:30:00+02:00,2010,99,1900
Bielefeld,2020-07-09T03:30:00+02:00,495,5,439
Bochum,2020-07-09T03:30:00+02:00,639,19,588
Bonn,2020-07-09T03:30:00+02:00,768,8,751
Borken (Kreis),2020-07-09T03:30:00+02:00,1120,38,1073
Bottrop,2020-07-09T03:30:00+02:00,220,7,206
Coesfeld (Kreis),2020-07-09T03:30:00+02:00,879,25,850
Dortmund,2020-07-09T03:30:00+02:00,1058,14,890
Duisburg,2020-07-09T03:30:00+02:00,1668,59,1387
Düren (Kreis),2020-07-09T03:30:00+02:00,619,39,568
Düsseldorf,2020-07-09T03:30:00+02:00,1956,42,1651
Ennepe-Ruhr-Kreis,2020-07-09T03:30:00+02:00,490,14,446
Essen,2020-07-09T03:30:00+02:00,1020,41,911
Euskirchen (Kreis),2020-07-09T03:30:00+02:00,496,23,449
Gelsenkirchen,2020-07-09T03:30:00+02:00,544,17,466
Gütersloh (Kreis),2020-07-09T03:30:00+02:00,2511,20,1941
Hagen,2020-07-09T03:30:00+02:00,420,13,367
Hamm,2020-07-09T03:30:00+02:00,569,36,494
Heinsberg (Kreis),2020-07-09T03:30:00+02:00,1957,81,1845
Herford (Kreis),2020-07-09T03:30:00+02:00,397,7,356
Herne,2020-07-09T03:30:00+02:00,264,2,227
Hochsauerlandkreis,2020-07-09T03:30:00+02:00,633,17,601
Höxter (Kreis),2020-07-09T03:30:00+02:00,372,18,351
Kleve (Kreis),2020-07-09T03:30:00+02:00,820,37,769
Köln,2020-07-09T03:30:00+02:00,2648,106,2479
Krefeld,2020-07-09T03:30:00+02:00,676,23,625
Leverkusen,2020-07-09T03:30:00+02:00,259,5,246
Lippe (Kreis),2020-07-09T03:30:00+02:00,766,29,727
Märkischer Kreis,2020-07-09T03:30:00+02:00,630,31,584
Mettmann (Kreis),2020-07-09T03:30:00+02:00,1061,79,936
Minden-Lübbecke (Kreis),2020-07-09T03:30:00+02:00,501,13,488
Mönchengladbach,2020-07-09T03:30:00+02:00,701,41,628
Mülheim / Ruhr,2020-07-09T03:30:00+02:00,284,14,244
Münster,2020-07-09T03:30:00+02:00,733,13,719
Oberbergischer Kreis,2020-07-09T03:30:00+02:00,502,18,474
Oberhausen,2020-07-09T03:30:00+02:00,313,11,284
Olpe (Kreis),2020-07-09T03:30:00+02:00,657,56,596
Paderborn (Kreis),2020-07-09T03:30:00+02:00,728,34,654
Recklinghausen (Kreis),2020-07-09T03:30:00+02:00,1419,40,1320
Remscheid,2020-07-09T03:30:00+02:00,245,18,225
Rhein-Erft-Kreis,2020-07-09T03:30:00+02:00,1127,76,1034
Rheinisch-Bergischer Kreis,2020-07-09T03:30:00+02:00,482,22,450
Rhein-Kreis Neuss,2020-07-09T03:30:00+02:00,795,20,738
Rhein-Sieg-Kreis,2020-07-09T03:30:00+02:00,1474,50,1412
Siegen-Wittgenstein (Kreis),2020-07-09T03:30:00+02:00,316,8,307
Soest (Kreis),2020-07-09T03:30:00+02:00,395,8,376
Solingen,2020-07-09T03:30:00+02:00,297,10,277
Steinfurt (Kreis),2020-07-09T03:30:00+02:00,1353,83,1257
Unna (Kreis),2020-07-09T03:30:00+02:00,779,39,588
Viersen (Kreis),2020-07-09T03:30:00+02:00,739,37,695
Warendorf (Kreis),2020-07-09T03:30:00+02:00,841,20,655
Wesel (Kreis),2020-07-09T03:30:00+02:00,827,27,664
Wuppertal,2020-07-09T03:30:00+02:00,1019,86,892
