Area,AreaID,Date,EConfirmed,EDeaths,Recovered
Düsseldorf,5111,2021-05-06T23:59:00+02:00,23466,387,21670
Duisburg,5112,2021-05-06T23:59:00+02:00,27123,623,25105
Essen,5113,2021-05-06T23:59:00+02:00,24596,538,21933
Krefeld,5114,2021-05-06T23:59:00+02:00,10763,160,8749
Mönchengladbach,5116,2021-05-06T23:59:00+02:00,10211,224,8536
Mülheim / Ruhr,5117,2021-05-06T23:59:00+02:00,7966,216,7391
Oberhausen,5119,2021-05-06T23:59:00+02:00,10507,331,9627
Remscheid,5120,2021-05-06T23:59:00+02:00,5852,157,4619
Solingen,5122,2021-05-06T23:59:00+02:00,8731,180,8119
Wuppertal,5124,2021-05-06T23:59:00+02:00,18804,447,17080
Kleve (Kreis),5154,2021-05-06T23:59:00+02:00,10498,174,8627
Mettmann (Kreis),5158,2021-05-06T23:59:00+02:00,22431,705,19811
Rhein-Kreis Neuss,5162,2021-05-06T23:59:00+02:00,16657,321,15293
Viersen (Kreis),5166,2021-05-06T23:59:00+02:00,10934,293,9266
Wesel (Kreis),5170,2021-05-06T23:59:00+02:00,16655,272,15360
Bonn,5314,2021-05-06T23:59:00+02:00,13342,233,11991
Köln,5315,2021-05-06T23:59:00+02:00,49775,654,40630
Leverkusen,5316,2021-05-06T23:59:00+02:00,7220,92,6499
Aachen & Städteregion Aachen,5334,2021-05-06T23:59:00+02:00,24611,542,22730
Düren (Kreis),5358,2021-05-06T23:59:00+02:00,13012,272,12062
Rhein-Erft-Kreis,5362,2021-05-06T23:59:00+02:00,18486,374,16848
Euskirchen (Kreis),5366,2021-05-06T23:59:00+02:00,7451,229,6756
Heinsberg (Kreis),5370,2021-05-06T23:59:00+02:00,10913,355,9202
Oberbergischer Kreis,5374,2021-05-06T23:59:00+02:00,13526,223,12354
Rheinisch-Bergischer Kreis,5378,2021-05-06T23:59:00+02:00,10575,143,9855
Rhein-Sieg-Kreis,5382,2021-05-06T23:59:00+02:00,21777,480,20026
Bottrop,5512,2021-05-06T23:59:00+02:00,5050,103,4656
Gelsenkirchen,5513,2021-05-06T23:59:00+02:00,14507,385,13117
Münster,5515,2021-05-06T23:59:00+02:00,7876,115,7329
Borken (Kreis),5554,2021-05-06T23:59:00+02:00,13202,248,12202
Coesfeld (Kreis),5558,2021-05-06T23:59:00+02:00,5330,87,4838
Recklinghausen (Kreis),5562,2021-05-06T23:59:00+02:00,30010,845,27390
Steinfurt (Kreis),5566,2021-05-06T23:59:00+02:00,15944,311,14510
Warendorf (Kreis),5570,2021-05-06T23:59:00+02:00,11094,231,10154
Bielefeld,5711,2021-05-06T23:59:00+02:00,14392,315,11606
Gütersloh (Kreis),5754,2021-05-06T23:59:00+02:00,18472,298,17012
Herford (Kreis),5758,2021-05-06T23:59:00+02:00,10599,167,9139
Höxter (Kreis),5762,2021-05-06T23:59:00+02:00,4751,140,4424
Lippe (Kreis),5766,2021-05-06T23:59:00+02:00,16202,374,15121
Minden-Lübbecke (Kreis),5770,2021-05-06T23:59:00+02:00,14206,253,13261
Paderborn (Kreis),5774,2021-05-06T23:59:00+02:00,9444,150,8685
Bochum,5911,2021-05-06T23:59:00+02:00,14842,222,12598
Dortmund,5913,2021-05-06T23:59:00+02:00,26170,361,23429
Hagen,5914,2021-05-06T23:59:00+02:00,11280,293,9142
Hamm,5915,2021-05-06T23:59:00+02:00,9644,187,8751
Herne,5916,2021-05-06T23:59:00+02:00,9121,256,7853
Ennepe-Ruhr-Kreis,5954,2021-05-06T23:59:00+02:00,12719,343,11670
Hochsauerlandkreis,5958,2021-05-06T23:59:00+02:00,9041,187,8220
Märkischer Kreis,5962,2021-05-06T23:59:00+02:00,19395,372,16053
Olpe (Kreis),5966,2021-05-06T23:59:00+02:00,5391,146,4799
Siegen-Wittgenstein (Kreis),5970,2021-05-06T23:59:00+02:00,11007,171,10231
Soest (Kreis),5974,2021-05-06T23:59:00+02:00,8109,180,7504
Unna (Kreis),5978,2021-05-06T23:59:00+02:00,17831,471,16003
