Area,AreaID,Date,EConfirmed,EDeaths,Recovered
Düsseldorf,5111,2021-06-15T23:59:00+02:00,25111,425,24500
Duisburg,5112,2021-06-15T23:59:00+02:00,28805,663,27900
Essen,5113,2021-06-15T23:59:00+02:00,25933,581,25100
Krefeld,5114,2021-06-15T23:59:00+02:00,11613,175,11100
Mönchengladbach,5116,2021-06-15T23:59:00+02:00,10960,231,10400
Mülheim / Ruhr,5117,2021-06-15T23:59:00+02:00,8431,231,8200
Oberhausen,5119,2021-06-15T23:59:00+02:00,10980,356,10600
Remscheid,5120,2021-06-15T23:59:00+02:00,6263,174,5900
Solingen,5122,2021-06-15T23:59:00+02:00,9278,194,9000
Wuppertal,5124,2021-06-15T23:59:00+02:00,20092,483,19400
Kleve (Kreis),5154,2021-06-15T23:59:00+02:00,11350,187,10800
Mettmann (Kreis),5158,2021-06-15T23:59:00+02:00,24250,758,23200
Rhein-Kreis Neuss,5162,2021-06-15T23:59:00+02:00,18157,349,17700
Viersen (Kreis),5166,2021-06-15T23:59:00+02:00,11605,308,11000
Wesel (Kreis),5170,2021-06-15T23:59:00+02:00,17682,303,17300
Bonn,5314,2021-06-15T23:59:00+02:00,14496,247,13900
Köln,5315,2021-06-15T23:59:00+02:00,53312,717,51200
Leverkusen,5316,2021-06-15T23:59:00+02:00,7952,101,7800
Aachen & Städteregion Aachen,5334,2021-06-15T23:59:00+02:00,26545,579,25800
Düren (Kreis),5358,2021-06-15T23:59:00+02:00,13632,288,13300
Rhein-Erft-Kreis,5362,2021-06-15T23:59:00+02:00,20066,405,19500
Euskirchen (Kreis),5366,2021-06-15T23:59:00+02:00,7964,240,7700
Heinsberg (Kreis),5370,2021-06-15T23:59:00+02:00,11540,370,10900
Oberbergischer Kreis,5374,2021-06-15T23:59:00+02:00,14415,248,14100
Rheinisch-Bergischer Kreis,5378,2021-06-15T23:59:00+02:00,11251,169,11000
Rhein-Sieg-Kreis,5382,2021-06-15T23:59:00+02:00,23284,537,22600
Bottrop,5512,2021-06-15T23:59:00+02:00,5368,111,5200
Gelsenkirchen,5513,2021-06-15T23:59:00+02:00,15477,406,15000
Münster,5515,2021-06-15T23:59:00+02:00,8175,121,8000
Borken (Kreis),5554,2021-06-15T23:59:00+02:00,13862,260,13500
Coesfeld (Kreis),5558,2021-06-15T23:59:00+02:00,5593,98,5500
Recklinghausen (Kreis),5562,2021-06-15T23:59:00+02:00,31636,933,30500
Steinfurt (Kreis),5566,2021-06-15T23:59:00+02:00,17005,328,16600
Warendorf (Kreis),5570,2021-06-15T23:59:00+02:00,11690,248,11400
Bielefeld,5711,2021-06-15T23:59:00+02:00,15801,341,15000
Gütersloh (Kreis),5754,2021-06-15T23:59:00+02:00,19999,317,19600
Herford (Kreis),5758,2021-06-15T23:59:00+02:00,11139,183,10900
Höxter (Kreis),5762,2021-06-15T23:59:00+02:00,5086,141,4900
Lippe (Kreis),5766,2021-06-15T23:59:00+02:00,17111,387,16600
Minden-Lübbecke (Kreis),5770,2021-06-15T23:59:00+02:00,14928,261,14600
Paderborn (Kreis),5774,2021-06-15T23:59:00+02:00,10437,158,10200
Bochum,5911,2021-06-15T23:59:00+02:00,16078,239,15300
Dortmund,5913,2021-06-15T23:59:00+02:00,28140,391,27500
Hagen,5914,2021-06-15T23:59:00+02:00,12440,316,11600
Hamm,5915,2021-06-15T23:59:00+02:00,10296,198,10100
Herne,5916,2021-06-15T23:59:00+02:00,9542,269,9200
Ennepe-Ruhr-Kreis,5954,2021-06-15T23:59:00+02:00,13427,361,13000
Hochsauerlandkreis,5958,2021-06-15T23:59:00+02:00,9745,200,9500
Märkischer Kreis,5962,2021-06-15T23:59:00+02:00,20836,408,19800
Olpe (Kreis),5966,2021-06-15T23:59:00+02:00,5831,162,5600
Siegen-Wittgenstein (Kreis),5970,2021-06-15T23:59:00+02:00,11648,176,11400
Soest (Kreis),5974,2021-06-15T23:59:00+02:00,8682,187,8400
Unna (Kreis),5978,2021-06-15T23:59:00+02:00,18937,489,18300
