Area,Date,EConfirmed,EDeaths,Recovered
Aachen & Städteregion Aachen,2020-08-07T03:30:00+02:00,2146,100,1968
Bielefeld,2020-08-07T03:30:00+02:00,616,5,563
Bochum,2020-08-07T03:30:00+02:00,838,21,707
Bonn,2020-08-07T03:30:00+02:00,861,9,813
Borken (Kreis),2020-08-07T03:30:00+02:00,1178,38,1113
Bottrop,2020-08-07T03:30:00+02:00,275,7,239
Coesfeld (Kreis),2020-08-07T03:30:00+02:00,891,25,861
Dortmund,2020-08-07T03:30:00+02:00,1336,16,1139
Duisburg,2020-08-07T03:30:00+02:00,2047,64,1815
Düren (Kreis),2020-08-07T03:30:00+02:00,748,40,613
Düsseldorf,2020-08-07T03:30:00+02:00,2242,45,2057
Ennepe-Ruhr-Kreis,2020-08-07T03:30:00+02:00,606,14,536
Essen,2020-08-07T03:30:00+02:00,1310,45,1135
Euskirchen (Kreis),2020-08-07T03:30:00+02:00,626,25,539
Gelsenkirchen,2020-08-07T03:30:00+02:00,660,18,571
Gütersloh (Kreis),2020-08-07T03:30:00+02:00,2667,20,2575
Hagen,2020-08-07T03:30:00+02:00,515,13,454
Hamm,2020-08-07T03:30:00+02:00,605,36,549
Heinsberg (Kreis),2020-08-07T03:30:00+02:00,2000,87,1871
Herford (Kreis),2020-08-07T03:30:00+02:00,454,8,408
Herne,2020-08-07T03:30:00+02:00,332,3,279
Hochsauerlandkreis,2020-08-07T03:30:00+02:00,736,18,682
Höxter (Kreis),2020-08-07T03:30:00+02:00,379,18,356
Kleve (Kreis),2020-08-07T03:30:00+02:00,936,37,800
Köln,2020-08-07T03:30:00+02:00,3093,109,2772
Krefeld,2020-08-07T03:30:00+02:00,743,24,671
Leverkusen,2020-08-07T03:30:00+02:00,321,5,283
Lippe (Kreis),2020-08-07T03:30:00+02:00,813,30,749
Märkischer Kreis,2020-08-07T03:30:00+02:00,730,31,639
Mettmann (Kreis),2020-08-07T03:30:00+02:00,1430,82,1263
Minden-Lübbecke (Kreis),2020-08-07T03:30:00+02:00,604,13,488
Mönchengladbach,2020-08-07T03:30:00+02:00,846,47,715
Mülheim / Ruhr,2020-08-07T03:30:00+02:00,367,14,322
Münster,2020-08-07T03:30:00+02:00,815,13,738
Oberbergischer Kreis,2020-08-07T03:30:00+02:00,536,18,496
Oberhausen,2020-08-07T03:30:00+02:00,421,11,348
Olpe (Kreis),2020-08-07T03:30:00+02:00,690,56,618
Paderborn (Kreis),2020-08-07T03:30:00+02:00,775,34,708
Recklinghausen (Kreis),2020-08-07T03:30:00+02:00,1580,43,1435
Remscheid,2020-08-07T03:30:00+02:00,287,18,242
Rhein-Erft-Kreis,2020-08-07T03:30:00+02:00,1246,76,1101
Rheinisch-Bergischer Kreis,2020-08-07T03:30:00+02:00,526,22,481
Rhein-Kreis Neuss,2020-08-07T03:30:00+02:00,950,21,843
Rhein-Sieg-Kreis,2020-08-07T03:30:00+02:00,1623,52,1460
Siegen-Wittgenstein (Kreis),2020-08-07T03:30:00+02:00,417,8,331
Soest (Kreis),2020-08-07T03:30:00+02:00,434,8,397
Solingen,2020-08-07T03:30:00+02:00,402,12,332
Steinfurt (Kreis),2020-08-07T03:30:00+02:00,1459,86,1288
Unna (Kreis),2020-08-07T03:30:00+02:00,959,39,774
Viersen (Kreis),2020-08-07T03:30:00+02:00,817,37,732
Warendorf (Kreis),2020-08-07T03:30:00+02:00,892,20,832
Wesel (Kreis),2020-08-07T03:30:00+02:00,1010,28,839
Wuppertal,2020-08-07T03:30:00+02:00,1147,86,992
