Area,AreaID,Date,EConfirmed,EDeaths,Recovered
Düsseldorf,5111,2020-11-12T23:59:00+01:00,7989,74,3971
Duisburg,5112,2020-11-12T23:59:00+01:00,8014,116,5329
Essen,5113,2020-11-12T23:59:00+01:00,6138,72,3393
Krefeld,5114,2020-11-12T23:59:00+01:00,2709,34,1190
Mönchengladbach,5116,2020-11-12T23:59:00+01:00,2628,61,1904
Mülheim / Ruhr,5117,2020-11-12T23:59:00+01:00,1968,22,1457
Oberhausen,5119,2020-11-12T23:59:00+01:00,2069,19,1434
Remscheid,5120,2020-11-12T23:59:00+01:00,1558,24,1120
Solingen,5122,2020-11-12T23:59:00+01:00,2220,20,1719
Wuppertal,5124,2020-11-12T23:59:00+01:00,4730,98,3076
Kleve (Kreis),5154,2020-11-12T23:59:00+01:00,2600,63,1367
Mettmann (Kreis),5158,2020-11-12T23:59:00+01:00,5475,117,3524
Rhein-Kreis Neuss,5162,2020-11-12T23:59:00+01:00,4011,40,2295
Viersen (Kreis),5166,2020-11-12T23:59:00+01:00,2504,44,1143
Wesel (Kreis),5170,2020-11-12T23:59:00+01:00,3470,37,2752
Bonn,5314,2020-11-12T23:59:00+01:00,3104,20,2370
Köln,5315,2020-11-12T23:59:00+01:00,14931,185,6688
Leverkusen,5316,2020-11-12T23:59:00+01:00,1690,15,1337
Aachen & Städteregion Aachen,5334,2020-11-12T23:59:00+01:00,7868,142,6187
Düren (Kreis),5358,2020-11-12T23:59:00+01:00,3294,57,2358
Rhein-Erft-Kreis,5362,2020-11-12T23:59:00+01:00,4558,94,3552
Euskirchen (Kreis),5366,2020-11-12T23:59:00+01:00,1730,36,1216
Heinsberg (Kreis),5370,2020-11-12T23:59:00+01:00,3484,103,2809
Oberbergischer Kreis,5374,2020-11-12T23:59:00+01:00,2397,28,1694
Rheinisch-Bergischer Kreis,5378,2020-11-12T23:59:00+01:00,2548,27,1851
Rhein-Sieg-Kreis,5382,2020-11-12T23:59:00+01:00,5676,72,2739
Bottrop,5512,2020-11-12T23:59:00+01:00,1209,10,616
Gelsenkirchen,5513,2020-11-12T23:59:00+01:00,3686,28,2058
Münster,5515,2020-11-12T23:59:00+01:00,2370,18,1867
Borken (Kreis),5554,2020-11-12T23:59:00+01:00,3311,57,2486
Coesfeld (Kreis),5558,2020-11-12T23:59:00+01:00,1677,26,1401
Recklinghausen (Kreis),5562,2020-11-12T23:59:00+01:00,7264,70,5080
Steinfurt (Kreis),5566,2020-11-12T23:59:00+01:00,3813,102,2900
Warendorf (Kreis),5570,2020-11-12T23:59:00+01:00,2819,24,2045
Bielefeld,5711,2020-11-12T23:59:00+01:00,3004,15,1237
Gütersloh (Kreis),5754,2020-11-12T23:59:00+01:00,5529,28,4277
Herford (Kreis),5758,2020-11-12T23:59:00+01:00,2415,18,1668
Höxter (Kreis),5762,2020-11-12T23:59:00+01:00,981,20,720
Lippe (Kreis),5766,2020-11-12T23:59:00+01:00,2922,36,2106
Minden-Lübbecke (Kreis),5770,2020-11-12T23:59:00+01:00,2791,21,1701
Paderborn (Kreis),5774,2020-11-12T23:59:00+01:00,2067,51,1403
Bochum,5911,2020-11-12T23:59:00+01:00,3823,36,1686
Dortmund,5913,2020-11-12T23:59:00+01:00,6543,39,3903
Hagen,5914,2020-11-12T23:59:00+01:00,2449,30,1024
Hamm,5915,2020-11-12T23:59:00+01:00,2498,45,1936
Herne,5916,2020-11-12T23:59:00+01:00,2332,21,1464
Ennepe-Ruhr-Kreis,5954,2020-11-12T23:59:00+01:00,2864,46,2097
Hochsauerlandkreis,5958,2020-11-12T23:59:00+01:00,2293,28,1736
Märkischer Kreis,5962,2020-11-12T23:59:00+01:00,3654,39,1716
Olpe (Kreis),5966,2020-11-12T23:59:00+01:00,1548,62,1234
Siegen-Wittgenstein (Kreis),5970,2020-11-12T23:59:00+01:00,1948,9,1448
Soest (Kreis),5974,2020-11-12T23:59:00+01:00,1445,15,1065
Unna (Kreis),5978,2020-11-12T23:59:00+01:00,4388,66,3270
