Area,AreaID,Date,EConfirmed,EDeaths,Recovered
Düsseldorf,5111,2020-12-10T23:59:00+01:00,11227,107,8178
Duisburg,5112,2020-12-10T23:59:00+01:00,12656,235,10273
Essen,5113,2020-12-10T23:59:00+01:00,9898,136,6736
Krefeld,5114,2020-12-10T23:59:00+01:00,4226,43,2809
Mönchengladbach,5116,2020-12-10T23:59:00+01:00,4375,87,3519
Mülheim / Ruhr,5117,2020-12-10T23:59:00+01:00,3225,48,2719
Oberhausen,5119,2020-12-10T23:59:00+01:00,3662,57,3012
Remscheid,5120,2020-12-10T23:59:00+01:00,2384,50,1919
Solingen,5122,2020-12-10T23:59:00+01:00,3765,60,3109
Wuppertal,5124,2020-12-10T23:59:00+01:00,7660,153,5694
Kleve (Kreis),5154,2020-12-10T23:59:00+01:00,3810,72,2632
Mettmann (Kreis),5158,2020-12-10T23:59:00+01:00,8451,184,6508
Rhein-Kreis Neuss,5162,2020-12-10T23:59:00+01:00,6221,80,4289
Viersen (Kreis),5166,2020-12-10T23:59:00+01:00,4256,58,2513
Wesel (Kreis),5170,2020-12-10T23:59:00+01:00,6705,48,5143
Bonn,5314,2020-12-10T23:59:00+01:00,5147,44,4253
Köln,5315,2020-12-10T23:59:00+01:00,21395,264,15151
Leverkusen,5316,2020-12-10T23:59:00+01:00,2798,25,2295
Aachen & Städteregion Aachen,5334,2020-12-10T23:59:00+01:00,11533,212,10100
Düren (Kreis),5358,2020-12-10T23:59:00+01:00,5579,106,4645
Rhein-Erft-Kreis,5362,2020-12-10T23:59:00+01:00,7237,132,6253
Euskirchen (Kreis),5366,2020-12-10T23:59:00+01:00,2867,58,2308
Heinsberg (Kreis),5370,2020-12-10T23:59:00+01:00,5233,138,4346
Oberbergischer Kreis,5374,2020-12-10T23:59:00+01:00,4239,59,3280
Rheinisch-Bergischer Kreis,5378,2020-12-10T23:59:00+01:00,4038,34,3393
Rhein-Sieg-Kreis,5382,2020-12-10T23:59:00+01:00,8976,125,5814
Bottrop,5512,2020-12-10T23:59:00+01:00,2076,15,1604
Gelsenkirchen,5513,2020-12-10T23:59:00+01:00,5866,43,4242
Münster,5515,2020-12-10T23:59:00+01:00,3250,35,2877
Borken (Kreis),5554,2020-12-10T23:59:00+01:00,5203,89,4476
Coesfeld (Kreis),5558,2020-12-10T23:59:00+01:00,2330,27,2017
Recklinghausen (Kreis),5562,2020-12-10T23:59:00+01:00,11999,160,9544
Steinfurt (Kreis),5566,2020-12-10T23:59:00+01:00,5609,124,4862
Warendorf (Kreis),5570,2020-12-10T23:59:00+01:00,4435,52,3808
Bielefeld,5711,2020-12-10T23:59:00+01:00,5503,52,3120
Gütersloh (Kreis),5754,2020-12-10T23:59:00+01:00,8250,66,6944
Herford (Kreis),5758,2020-12-10T23:59:00+01:00,3909,43,3130
Höxter (Kreis),5762,2020-12-10T23:59:00+01:00,1654,27,1363
Lippe (Kreis),5766,2020-12-10T23:59:00+01:00,6404,75,5056
Minden-Lübbecke (Kreis),5770,2020-12-10T23:59:00+01:00,5159,44,4076
Paderborn (Kreis),5774,2020-12-10T23:59:00+01:00,3442,70,2735
Bochum,5911,2020-12-10T23:59:00+01:00,6095,53,3892
Dortmund,5913,2020-12-10T23:59:00+01:00,10808,105,8948
Hagen,5914,2020-12-10T23:59:00+01:00,4368,70,2677
Hamm,5915,2020-12-10T23:59:00+01:00,3962,64,3474
Herne,5916,2020-12-10T23:59:00+01:00,3733,39,3178
Ennepe-Ruhr-Kreis,5954,2020-12-10T23:59:00+01:00,4559,83,3828
Hochsauerlandkreis,5958,2020-12-10T23:59:00+01:00,3350,52,3002
Märkischer Kreis,5962,2020-12-10T23:59:00+01:00,6046,76,4064
Olpe (Kreis),5966,2020-12-10T23:59:00+01:00,2072,69,1827
Siegen-Wittgenstein (Kreis),5970,2020-12-10T23:59:00+01:00,3736,28,3081
Soest (Kreis),5974,2020-12-10T23:59:00+01:00,2416,34,2054
Unna (Kreis),5978,2020-12-10T23:59:00+01:00,7664,135,6344
