Area,Date,EConfirmed,EDeaths,Recovered
Aachen & Städteregion Aachen,2020-05-12T03:30:00+02:00,1903,85,1720
Bielefeld,2020-05-12T03:30:00+02:00,399,3,344
Bochum,2020-05-12T03:30:00+02:00,471,17,399
Bonn,2020-05-12T03:30:00+02:00,689,6,509
Borken (Kreis),2020-05-12T03:30:00+02:00,940,37,799
Bottrop,2020-05-12T03:30:00+02:00,179,6,132
Coesfeld (Kreis),2020-05-12T03:30:00+02:00,779,23,455
Dortmund,2020-05-12T03:30:00+02:00,710,6,661
Duisburg,2020-05-12T03:30:00+02:00,993,42,769
Düren (Kreis),2020-05-12T03:30:00+02:00,571,37,496
Düsseldorf,2020-05-12T03:30:00+02:00,1199,27,943
Ennepe-Ruhr-Kreis,2020-05-12T03:30:00+02:00,410,14,339
Essen,2020-05-12T03:30:00+02:00,789,34,651
Euskirchen (Kreis),2020-05-12T03:30:00+02:00,414,18,278
Gelsenkirchen,2020-05-12T03:30:00+02:00,359,12,280
Gütersloh (Kreis),2020-05-12T03:30:00+02:00,594,19,557
Hagen,2020-05-12T03:30:00+02:00,305,10,219
Hamm,2020-05-12T03:30:00+02:00,464,36,328
Heinsberg (Kreis),2020-05-12T03:30:00+02:00,1815,68,1607
Herford (Kreis),2020-05-12T03:30:00+02:00,328,7,294
Herne,2020-05-12T03:30:00+02:00,179,1,139
Hochsauerlandkreis,2020-05-12T03:30:00+02:00,595,18,509
Höxter (Kreis),2020-05-12T03:30:00+02:00,322,15,248
Kleve (Kreis),2020-05-12T03:30:00+02:00,608,30,470
Köln,2020-05-12T03:30:00+02:00,2380,96,2182
Krefeld,2020-05-12T03:30:00+02:00,557,21,453
Leverkusen,2020-05-12T03:30:00+02:00,219,5,185
Lippe (Kreis),2020-05-12T03:30:00+02:00,742,29,602
Märkischer Kreis,2020-05-12T03:30:00+02:00,583,25,425
Mettmann (Kreis),2020-05-12T03:30:00+02:00,892,69,728
Minden-Lübbecke (Kreis),2020-05-12T03:30:00+02:00,453,7,387
Mönchengladbach,2020-05-12T03:30:00+02:00,537,37,396
Mülheim / Ruhr,2020-05-12T03:30:00+02:00,187,9,151
Münster,2020-05-12T03:30:00+02:00,647,13,613
Oberbergischer Kreis,2020-05-12T03:30:00+02:00,465,15,405
Oberhausen,2020-05-12T03:30:00+02:00,247,3,179
Olpe (Kreis),2020-05-12T03:30:00+02:00,610,50,519
Paderborn (Kreis),2020-05-12T03:30:00+02:00,597,30,484
Recklinghausen (Kreis),2020-05-12T03:30:00+02:00,1189,32,947
Remscheid,2020-05-12T03:30:00+02:00,223,15,214
Rhein-Erft-Kreis,2020-05-12T03:30:00+02:00,1058,67,863
Rheinisch-Bergischer Kreis,2020-05-12T03:30:00+02:00,444,18,353
Rhein-Kreis Neuss,2020-05-12T03:30:00+02:00,655,18,563
Rhein-Sieg-Kreis,2020-05-12T03:30:00+02:00,1200,45,1044
Siegen-Wittgenstein (Kreis),2020-05-12T03:30:00+02:00,304,8,244
Soest (Kreis),2020-05-12T03:30:00+02:00,355,6,327
Solingen,2020-05-12T03:30:00+02:00,233,7,205
Steinfurt (Kreis),2020-05-12T03:30:00+02:00,1303,76,1064
Unna (Kreis),2020-05-12T03:30:00+02:00,649,31,402
Viersen (Kreis),2020-05-12T03:30:00+02:00,677,34,440
Warendorf (Kreis),2020-05-12T03:30:00+02:00,476,16,421
Wesel (Kreis),2020-05-12T03:30:00+02:00,552,26,445
Wuppertal,2020-05-12T03:30:00+02:00,866,76,599
