Area,Date,EConfirmed,EDeaths,Recovered
Aachen & Städteregion Aachen,2020-05-18T03:30:00+02:00,1951,87,1780
Bielefeld,2020-05-18T03:30:00+02:00,408,4,365
Bochum,2020-05-18T03:30:00+02:00,489,18,409
Bonn,2020-05-18T03:30:00+02:00,692,6,666
Borken (Kreis),2020-05-18T03:30:00+02:00,1003,38,826
Bottrop,2020-05-18T03:30:00+02:00,186,6,155
Coesfeld (Kreis),2020-05-18T03:30:00+02:00,827,24,475
Dortmund,2020-05-18T03:30:00+02:00,721,6,687
Duisburg,2020-05-18T03:30:00+02:00,1054,47,790
Düren (Kreis),2020-05-18T03:30:00+02:00,588,38,518
Düsseldorf,2020-05-18T03:30:00+02:00,1278,30,1028
Ennepe-Ruhr-Kreis,2020-05-18T03:30:00+02:00,413,14,367
Essen,2020-05-18T03:30:00+02:00,812,35,678
Euskirchen (Kreis),2020-05-18T03:30:00+02:00,432,20,313
Gelsenkirchen,2020-05-18T03:30:00+02:00,369,12,292
Gütersloh (Kreis),2020-05-18T03:30:00+02:00,608,19,564
Hagen,2020-05-18T03:30:00+02:00,317,11,244
Hamm,2020-05-18T03:30:00+02:00,471,36,358
Heinsberg (Kreis),2020-05-18T03:30:00+02:00,1849,68,1630
Herford (Kreis),2020-05-18T03:30:00+02:00,330,7,306
Herne,2020-05-18T03:30:00+02:00,185,1,159
Hochsauerlandkreis (Kreis),2020-05-18T03:30:00+02:00,599,17,557
Höxter (Kreis),2020-05-18T03:30:00+02:00,333,15,268
Kleve (Kreis),2020-05-18T03:30:00+02:00,629,33,524
Köln,2020-05-18T03:30:00+02:00,2423,96,2193
Krefeld,2020-05-18T03:30:00+02:00,593,22,508
Leverkusen,2020-05-18T03:30:00+02:00,226,5,199
Lippe (Kreis),2020-05-18T03:30:00+02:00,738,29,661
Märkischer Kreis,2020-05-18T03:30:00+02:00,590,27,474
Mettmann (Kreis),2020-05-18T03:30:00+02:00,909,71,778
Minden-Lübbecke (Kreis),2020-05-18T03:30:00+02:00,470,8,404
Mönchengladbach,2020-05-18T03:30:00+02:00,575,38,432
Mülheim / Ruhr,2020-05-18T03:30:00+02:00,192,9,161
Münster,2020-05-18T03:30:00+02:00,677,13,619
Oberbergischer Kreis,2020-05-18T03:30:00+02:00,472,16,430
Oberhausen,2020-05-18T03:30:00+02:00,254,6,215
Olpe (Kreis),2020-05-18T03:30:00+02:00,619,52,519
Paderborn (Kreis),2020-05-18T03:30:00+02:00,613,31,524
Recklinghausen (Kreis),2020-05-18T03:30:00+02:00,1247,34,1020
Remscheid,2020-05-18T03:30:00+02:00,234,16,220
Rhein-Erft-Kreis,2020-05-18T03:30:00+02:00,1080,71,899
Rheinisch-Bergischer Kreis,2020-05-18T03:30:00+02:00,456,18,390
Rhein-Kreis Neuss,2020-05-18T03:30:00+02:00,661,18,602
Rhein-Sieg-Kreis,2020-05-18T03:30:00+02:00,1229,48,1097
Siegen-Wittgenstein (Kreis),2020-05-18T03:30:00+02:00,307,8,272
Soest (Kreis),2020-05-18T03:30:00+02:00,359,6,340
Solingen,2020-05-18T03:30:00+02:00,239,7,214
Steinfurt (Kreis),2020-05-18T03:30:00+02:00,1322,78,1128
Unna (Kreis),2020-05-18T03:30:00+02:00,657,35,423
Viersen (Kreis),2020-05-18T03:30:00+02:00,691,35,483
Warendorf (Kreis),2020-05-18T03:30:00+02:00,483,16,438
Wesel (Kreis),2020-05-18T03:30:00+02:00,591,26,481
Wuppertal,2020-05-18T03:30:00+02:00,896,80,700
