Area,Date,EConfirmed,EDeaths,Recovered
Aachen & Städteregion Aachen,2020-07-28T03:30:00+02:00,2067,100,1928
Bielefeld,2020-07-28T03:30:00+02:00,572,5,524
Bochum,2020-07-28T03:30:00+02:00,764,20,633
Bonn,2020-07-28T03:30:00+02:00,807,9,798
Borken (Kreis),2020-07-28T03:30:00+02:00,1150,38,1085
Bottrop,2020-07-28T03:30:00+02:00,250,7,221
Coesfeld (Kreis),2020-07-28T03:30:00+02:00,884,25,859
Dortmund,2020-07-28T03:30:00+02:00,1185,15,1070
Duisburg,2020-07-28T03:30:00+02:00,1888,64,1645
Düren (Kreis),2020-07-28T03:30:00+02:00,667,39,583
Düsseldorf,2020-07-28T03:30:00+02:00,2077,44,1955
Ennepe-Ruhr-Kreis,2020-07-28T03:30:00+02:00,554,14,496
Essen,2020-07-28T03:30:00+02:00,1177,42,993
Euskirchen (Kreis),2020-07-28T03:30:00+02:00,583,23,503
Gelsenkirchen,2020-07-28T03:30:00+02:00,619,17,526
Gütersloh (Kreis),2020-07-28T03:30:00+02:00,2617,20,2497
Hagen,2020-07-28T03:30:00+02:00,477,13,421
Hamm,2020-07-28T03:30:00+02:00,586,36,542
Heinsberg (Kreis),2020-07-28T03:30:00+02:00,1976,84,1862
Herford (Kreis),2020-07-28T03:30:00+02:00,417,7,388
Herne,2020-07-28T03:30:00+02:00,280,3,271
Hochsauerlandkreis,2020-07-28T03:30:00+02:00,700,17,627
Höxter (Kreis),2020-07-28T03:30:00+02:00,374,18,355
Kleve (Kreis),2020-07-28T03:30:00+02:00,839,37,785
Köln,2020-07-28T03:30:00+02:00,2907,108,2599
Krefeld,2020-07-28T03:30:00+02:00,701,24,651
Leverkusen,2020-07-28T03:30:00+02:00,298,5,284
Lippe (Kreis),2020-07-28T03:30:00+02:00,789,30,740
Märkischer Kreis,2020-07-28T03:30:00+02:00,683,31,605
Mettmann (Kreis),2020-07-28T03:30:00+02:00,1318,82,1095
Minden-Lübbecke (Kreis),2020-07-28T03:30:00+02:00,545,13,488
Mönchengladbach,2020-07-28T03:30:00+02:00,770,44,665
Mülheim / Ruhr,2020-07-28T03:30:00+02:00,335,14,284
Münster,2020-07-28T03:30:00+02:00,754,13,722
Oberbergischer Kreis,2020-07-28T03:30:00+02:00,516,18,487
Oberhausen,2020-07-28T03:30:00+02:00,373,11,301
Olpe (Kreis),2020-07-28T03:30:00+02:00,676,56,609
Paderborn (Kreis),2020-07-28T03:30:00+02:00,749,34,688
Recklinghausen (Kreis),2020-07-28T03:30:00+02:00,1488,40,1380
Remscheid,2020-07-28T03:30:00+02:00,261,18,228
Rhein-Erft-Kreis,2020-07-28T03:30:00+02:00,1183,76,1053
Rheinisch-Bergischer Kreis,2020-07-28T03:30:00+02:00,511,22,465
Rhein-Kreis Neuss,2020-07-28T03:30:00+02:00,868,21,784
Rhein-Sieg-Kreis,2020-07-28T03:30:00+02:00,1542,52,1421
Siegen-Wittgenstein (Kreis),2020-07-28T03:30:00+02:00,369,8,308
Soest (Kreis),2020-07-28T03:30:00+02:00,407,8,388
Solingen,2020-07-28T03:30:00+02:00,361,12,295
Steinfurt (Kreis),2020-07-28T03:30:00+02:00,1373,84,1272
Unna (Kreis),2020-07-28T03:30:00+02:00,849,39,588
Viersen (Kreis),2020-07-28T03:30:00+02:00,777,37,706
Warendorf (Kreis),2020-07-28T03:30:00+02:00,866,20,816
Wesel (Kreis),2020-07-28T03:30:00+02:00,882,27,807
Wuppertal,2020-07-28T03:30:00+02:00,1079,86,947
