Area,Date,EConfirmed,EDeaths,Recovered
Aachen & Städteregion Aachen,2020-05-28T03:30:00+02:00,1962,92,1846
Bielefeld,2020-05-28T03:30:00+02:00,410,4,391
Bochum,2020-05-28T03:30:00+02:00,516,18,440
Bonn,2020-05-28T03:30:00+02:00,726,8,686
Borken (Kreis),2020-05-28T03:30:00+02:00,1088,38,930
Bottrop,2020-05-28T03:30:00+02:00,195,6,175
Coesfeld (Kreis),2020-05-28T03:30:00+02:00,860,24,743
Dortmund,2020-05-28T03:30:00+02:00,729,6,706
Duisburg,2020-05-28T03:30:00+02:00,1140,54,906
Düren (Kreis),2020-05-28T03:30:00+02:00,591,38,531
Düsseldorf,2020-05-28T03:30:00+02:00,1413,30,1164
Ennepe-Ruhr-Kreis,2020-05-28T03:30:00+02:00,428,14,386
Essen,2020-05-28T03:30:00+02:00,840,36,725
Euskirchen (Kreis),2020-05-28T03:30:00+02:00,458,21,390
Gelsenkirchen,2020-05-28T03:30:00+02:00,400,14,339
Gütersloh (Kreis),2020-05-28T03:30:00+02:00,642,19,577
Hagen,2020-05-28T03:30:00+02:00,327,13,297
Hamm,2020-05-28T03:30:00+02:00,472,36,414
Heinsberg (Kreis),2020-05-28T03:30:00+02:00,1876,70,1684
Herford (Kreis),2020-05-28T03:30:00+02:00,331,7,319
Herne,2020-05-28T03:30:00+02:00,190,2,177
Hochsauerlandkreis (Kreis),2020-05-28T03:30:00+02:00,607,17,570
Höxter (Kreis),2020-05-28T03:30:00+02:00,353,17,301
Kleve (Kreis),2020-05-28T03:30:00+02:00,688,35,573
Köln,2020-05-28T03:30:00+02:00,2475,97,2288
Krefeld,2020-05-28T03:30:00+02:00,621,22,547
Leverkusen,2020-05-28T03:30:00+02:00,239,5,210
Lippe (Kreis),2020-05-28T03:30:00+02:00,742,29,691
Märkischer Kreis,2020-05-28T03:30:00+02:00,597,29,529
Mettmann (Kreis),2020-05-28T03:30:00+02:00,941,79,817
Minden-Lübbecke (Kreis),2020-05-28T03:30:00+02:00,484,9,425
Mönchengladbach,2020-05-28T03:30:00+02:00,608,39,469
Mülheim / Ruhr,2020-05-28T03:30:00+02:00,204,9,176
Münster,2020-05-28T03:30:00+02:00,707,13,647
Oberbergischer Kreis,2020-05-28T03:30:00+02:00,486,17,448
Oberhausen,2020-05-28T03:30:00+02:00,259,9,235
Olpe (Kreis),2020-05-28T03:30:00+02:00,628,53,592
Paderborn (Kreis),2020-05-28T03:30:00+02:00,639,33,546
Recklinghausen (Kreis),2020-05-28T03:30:00+02:00,1268,39,1148
Remscheid,2020-05-28T03:30:00+02:00,238,17,213
Rhein-Erft-Kreis,2020-05-28T03:30:00+02:00,1087,75,974
Rheinisch-Bergischer Kreis,2020-05-28T03:30:00+02:00,463,20,414
Rhein-Kreis Neuss,2020-05-28T03:30:00+02:00,682,20,645
Rhein-Sieg-Kreis,2020-05-28T03:30:00+02:00,1424,48,1148
Siegen-Wittgenstein (Kreis),2020-05-28T03:30:00+02:00,311,8,287
Soest (Kreis),2020-05-28T03:30:00+02:00,361,8,347
Solingen,2020-05-28T03:30:00+02:00,247,8,229
Steinfurt (Kreis),2020-05-28T03:30:00+02:00,1326,80,1209
Unna (Kreis),2020-05-28T03:30:00+02:00,672,34,588
Viersen (Kreis),2020-05-28T03:30:00+02:00,706,35,599
Warendorf (Kreis),2020-05-28T03:30:00+02:00,486,20,455
Wesel (Kreis),2020-05-28T03:30:00+02:00,611,26,511
Wuppertal,2020-05-28T03:30:00+02:00,925,81,761
