Area,AreaID,Date,EConfirmed,EDeaths,Recovered
Düsseldorf,5111,2021-04-23T23:59:00+02:00,21935,355,19954
Duisburg,5112,2021-04-23T23:59:00+02:00,25652,589,22900
Essen,5113,2021-04-23T23:59:00+02:00,23085,524,20222
Krefeld,5114,2021-04-23T23:59:00+02:00,9911,150,8141
Mönchengladbach,5116,2021-04-23T23:59:00+02:00,9470,215,8009
Mülheim / Ruhr,5117,2021-04-23T23:59:00+02:00,7478,212,6690
Oberhausen,5119,2021-04-23T23:59:00+02:00,9881,314,8808
Remscheid,5120,2021-04-23T23:59:00+02:00,5407,147,4162
Solingen,5122,2021-04-23T23:59:00+02:00,8252,172,7558
Wuppertal,5124,2021-04-23T23:59:00+02:00,17553,434,15474
Kleve (Kreis),5154,2021-04-23T23:59:00+02:00,9768,167,8044
Mettmann (Kreis),5158,2021-04-23T23:59:00+02:00,20687,674,18023
Rhein-Kreis Neuss,5162,2021-04-23T23:59:00+02:00,15376,307,13749
Viersen (Kreis),5166,2021-04-23T23:59:00+02:00,10348,277,8628
Wesel (Kreis),5170,2021-04-23T23:59:00+02:00,15590,259,14039
Bonn,5314,2021-04-23T23:59:00+02:00,12398,219,10889
Köln,5315,2021-04-23T23:59:00+02:00,45928,625,37765
Leverkusen,5316,2021-04-23T23:59:00+02:00,6474,87,5769
Aachen & Städteregion Aachen,5334,2021-04-23T23:59:00+02:00,22918,523,21087
Düren (Kreis),5358,2021-04-23T23:59:00+02:00,12213,262,11224
Rhein-Erft-Kreis,5362,2021-04-23T23:59:00+02:00,16856,360,15343
Euskirchen (Kreis),5366,2021-04-23T23:59:00+02:00,6929,218,6106
Heinsberg (Kreis),5370,2021-04-23T23:59:00+02:00,10291,354,8728
Oberbergischer Kreis,5374,2021-04-23T23:59:00+02:00,12379,201,11047
Rheinisch-Bergischer Kreis,5378,2021-04-23T23:59:00+02:00,9821,139,8974
Rhein-Sieg-Kreis,5382,2021-04-23T23:59:00+02:00,20433,464,18431
Bottrop,5512,2021-04-23T23:59:00+02:00,4752,101,4371
Gelsenkirchen,5513,2021-04-23T23:59:00+02:00,13518,374,11847
Münster,5515,2021-04-23T23:59:00+02:00,7389,110,6690
Borken (Kreis),5554,2021-04-23T23:59:00+02:00,12414,234,11258
Coesfeld (Kreis),5558,2021-04-23T23:59:00+02:00,5038,86,4523
Recklinghausen (Kreis),5562,2021-04-23T23:59:00+02:00,28415,802,25256
Steinfurt (Kreis),5566,2021-04-23T23:59:00+02:00,14680,300,13113
Warendorf (Kreis),5570,2021-04-23T23:59:00+02:00,10454,218,9294
Bielefeld,5711,2021-04-23T23:59:00+02:00,13152,302,10770
Gütersloh (Kreis),5754,2021-04-23T23:59:00+02:00,17228,291,15511
Herford (Kreis),5758,2021-04-23T23:59:00+02:00,9833,162,8332
Höxter (Kreis),5762,2021-04-23T23:59:00+02:00,4554,139,4191
Lippe (Kreis),5766,2021-04-23T23:59:00+02:00,15360,365,14081
Minden-Lübbecke (Kreis),5770,2021-04-23T23:59:00+02:00,13468,249,12390
Paderborn (Kreis),5774,2021-04-23T23:59:00+02:00,8695,147,7699
Bochum,5911,2021-04-23T23:59:00+02:00,13900,202,11807
Dortmund,5913,2021-04-23T23:59:00+02:00,24127,341,21660
Hagen,5914,2021-04-23T23:59:00+02:00,10417,283,8510
Hamm,5915,2021-04-23T23:59:00+02:00,8693,181,7807
Herne,5916,2021-04-23T23:59:00+02:00,8512,247,7201
Ennepe-Ruhr-Kreis,5954,2021-04-23T23:59:00+02:00,11951,330,10784
Hochsauerlandkreis,5958,2021-04-23T23:59:00+02:00,8244,178,7491
Märkischer Kreis,5962,2021-04-23T23:59:00+02:00,18075,353,14421
Olpe (Kreis),5966,2021-04-23T23:59:00+02:00,4920,141,4388
Siegen-Wittgenstein (Kreis),5970,2021-04-23T23:59:00+02:00,10356,164,9384
Soest (Kreis),5974,2021-04-23T23:59:00+02:00,7640,176,6839
Unna (Kreis),5978,2021-04-23T23:59:00+02:00,16695,451,14626
