Area,Date,EConfirmed,EDeaths,Recovered
Aachen & Städteregion Aachen,2020-04-24T03:30:00+02:00,1793,74,1324
Bielefeld,2020-04-24T03:30:00+02:00,350,3,245
Bochum,2020-04-24T03:30:00+02:00,421,15,302
Bonn,2020-04-24T03:30:00+02:00,593,6,409
Borken (Kreis),2020-04-24T03:30:00+02:00,864,31,653
Bottrop,2020-04-24T03:30:00+02:00,126,5,69
Coesfeld (Kreis),2020-04-24T03:30:00+02:00,485,21,369
Dortmund,2020-04-24T03:30:00+02:00,620,5,497
Duisburg,2020-04-24T03:30:00+02:00,762,15,494
Düren (Kreis),2020-04-24T03:30:00+02:00,528,27,348
Düsseldorf,2020-04-24T03:30:00+02:00,958,22,657
Ennepe-Ruhr-Kreis,2020-04-24T03:30:00+02:00,370,9,287
Essen,2020-04-24T03:30:00+02:00,710,30,482
Euskirchen (Kreis),2020-04-24T03:30:00+02:00,331,11,190
Gelsenkirchen,2020-04-24T03:30:00+02:00,284,8,193
Gütersloh (Kreis),2020-04-24T03:30:00+02:00,587,16,
Hagen,2020-04-24T03:30:00+02:00,229,6,119
Hamm,2020-04-24T03:30:00+02:00,419,24,180
Heinsberg (Kreis),2020-04-24T03:30:00+02:00,1719,59,1378
Herford (Kreis),2020-04-24T03:30:00+02:00,315,5,185
Herne,2020-04-24T03:30:00+02:00,146,1,93
Hochsauerlandkreis (Kreis),2020-04-24T03:30:00+02:00,562,13,317
Höxter (Kreis),2020-04-24T03:30:00+02:00,275,5,153
Kleve (Kreis),2020-04-24T03:30:00+02:00,530,21,300
Köln,2020-04-24T03:30:00+02:00,2219,72,1825
Krefeld,2020-04-24T03:30:00+02:00,437,15,308
Leverkusen,2020-04-24T03:30:00+02:00,190,3,138
Lippe (Kreis),2020-04-24T03:30:00+02:00,679,24,408
Märkischer Kreis,2020-04-24T03:30:00+02:00,491,18,191
Mettmann (Kreis),2020-04-24T03:30:00+02:00,784,47,473
Minden-Lübbecke (Kreis),2020-04-24T03:30:00+02:00,405,7,293
Mönchengladbach,2020-04-24T03:30:00+02:00,454,28,289
Mülheim / Ruhr,2020-04-24T03:30:00+02:00,160,4,105
Münster,2020-04-24T03:30:00+02:00,620,11,545
Oberbergischer Kreis,2020-04-24T03:30:00+02:00,438,12,302
Oberhausen,2020-04-24T03:30:00+02:00,171,1,113
Olpe (Kreis),2020-04-24T03:30:00+02:00,522,25,261
Paderborn (Kreis),2020-04-24T03:30:00+02:00,554,25,269
Recklinghausen (Kreis),2020-04-24T03:30:00+02:00,949,16,612
Remscheid,2020-04-24T03:30:00+02:00,209,12,143
Rhein-Erft-Kreis,2020-04-24T03:30:00+02:00,929,53,445
Rheinisch-Bergischer Kreis,2020-04-24T03:30:00+02:00,406,14,291
Rhein-Kreis Neuss,2020-04-24T03:30:00+02:00,571,17,461
Rhein-Sieg-Kreis,2020-04-24T03:30:00+02:00,1107,24,783
Siegen-Wittgenstein (Kreis),2020-04-24T03:30:00+02:00,259,7,105
Soest (Kreis),2020-04-24T03:30:00+02:00,334,4,223
Solingen,2020-04-24T03:30:00+02:00,221,5,144
Steinfurt (Kreis),2020-04-24T03:30:00+02:00,1185,55,701
Unna (Kreis),2020-04-24T03:30:00+02:00,575,23,253
Viersen (Kreis),2020-04-24T03:30:00+02:00,581,26,328
Warendorf (Kreis),2020-04-24T03:30:00+02:00,445,8,342
Wesel (Kreis),2020-04-24T03:30:00+02:00,474,19,313
Wuppertal,2020-04-24T03:30:00+02:00,764,45,349
