Area,Date,EConfirmed,EDeaths,Recovered
Aachen & Städteregion Aachen,2020-07-08T03:30:00+02:00,2010,99,1900
Bielefeld,2020-07-08T03:30:00+02:00,492,5,436
Bochum,2020-07-08T03:30:00+02:00,633,19,588
Bonn,2020-07-08T03:30:00+02:00,768,8,751
Borken (Kreis),2020-07-08T03:30:00+02:00,1120,38,1073
Bottrop,2020-07-08T03:30:00+02:00,220,7,206
Coesfeld (Kreis),2020-07-08T03:30:00+02:00,879,25,850
Dortmund,2020-07-08T03:30:00+02:00,1047,14,887
Duisburg,2020-07-08T03:30:00+02:00,1651,59,1369
Düren (Kreis),2020-07-08T03:30:00+02:00,618,39,568
Düsseldorf,2020-07-08T03:30:00+02:00,1948,40,1616
Ennepe-Ruhr-Kreis,2020-07-08T03:30:00+02:00,489,14,445
Essen,2020-07-08T03:30:00+02:00,1004,41,905
Euskirchen (Kreis),2020-07-08T03:30:00+02:00,496,23,449
Gelsenkirchen,2020-07-08T03:30:00+02:00,537,17,462
Gütersloh (Kreis),2020-07-08T03:30:00+02:00,2483,20,1934
Hagen,2020-07-08T03:30:00+02:00,416,13,364
Hamm,2020-07-08T03:30:00+02:00,567,36,483
Heinsberg (Kreis),2020-07-08T03:30:00+02:00,1957,81,1836
Herford (Kreis),2020-07-08T03:30:00+02:00,395,7,353
Herne,2020-07-08T03:30:00+02:00,258,2,224
Hochsauerlandkreis,2020-07-08T03:30:00+02:00,629,17,599
Höxter (Kreis),2020-07-08T03:30:00+02:00,372,18,349
Kleve (Kreis),2020-07-08T03:30:00+02:00,819,37,759
Köln,2020-07-08T03:30:00+02:00,2638,106,2465
Krefeld,2020-07-08T03:30:00+02:00,675,23,624
Leverkusen,2020-07-08T03:30:00+02:00,258,5,245
Lippe (Kreis),2020-07-08T03:30:00+02:00,766,29,726
Märkischer Kreis,2020-07-08T03:30:00+02:00,629,31,576
Mettmann (Kreis),2020-07-08T03:30:00+02:00,1057,79,925
Minden-Lübbecke (Kreis),2020-07-08T03:30:00+02:00,501,13,488
Mönchengladbach,2020-07-08T03:30:00+02:00,694,41,628
Mülheim / Ruhr,2020-07-08T03:30:00+02:00,282,14,244
Münster,2020-07-08T03:30:00+02:00,733,13,719
Oberbergischer Kreis,2020-07-08T03:30:00+02:00,502,18,475
Oberhausen,2020-07-08T03:30:00+02:00,306,11,227
Olpe (Kreis),2020-07-08T03:30:00+02:00,657,56,595
Paderborn (Kreis),2020-07-08T03:30:00+02:00,728,34,654
Recklinghausen (Kreis),2020-07-08T03:30:00+02:00,1415,40,1318
Remscheid,2020-07-08T03:30:00+02:00,243,18,225
Rhein-Erft-Kreis,2020-07-08T03:30:00+02:00,1124,76,1031
Rheinisch-Bergischer Kreis,2020-07-08T03:30:00+02:00,481,22,449
Rhein-Kreis Neuss,2020-07-08T03:30:00+02:00,792,20,734
Rhein-Sieg-Kreis,2020-07-08T03:30:00+02:00,1470,50,1409
Siegen-Wittgenstein (Kreis),2020-07-08T03:30:00+02:00,316,8,307
Soest (Kreis),2020-07-08T03:30:00+02:00,395,8,374
Solingen,2020-07-08T03:30:00+02:00,297,10,269
Steinfurt (Kreis),2020-07-08T03:30:00+02:00,1352,83,1257
Unna (Kreis),2020-07-08T03:30:00+02:00,776,39,588
Viersen (Kreis),2020-07-08T03:30:00+02:00,739,37,695
Warendorf (Kreis),2020-07-08T03:30:00+02:00,838,20,516
Wesel (Kreis),2020-07-08T03:30:00+02:00,816,27,655
Wuppertal,2020-07-08T03:30:00+02:00,1018,86,890
