Area,Date,EConfirmed,EDeaths,Recovered
Aachen & Städteregion Aachen,2020-08-18T03:30:00+02:00,2216,101,2053
Bielefeld,2020-08-18T03:30:00+02:00,691,6,599
Bochum,2020-08-18T03:30:00+02:00,982,24,776
Bonn,2020-08-18T03:30:00+02:00,933,9,871
Borken (Kreis),2020-08-18T03:30:00+02:00,1227,38,1130
Bottrop,2020-08-18T03:30:00+02:00,292,7,267
Coesfeld (Kreis),2020-08-18T03:30:00+02:00,902,25,870
Dortmund,2020-08-18T03:30:00+02:00,1492,17,1256
Duisburg,2020-08-18T03:30:00+02:00,2254,66,2007
Düren (Kreis),2020-08-18T03:30:00+02:00,816,40,718
Düsseldorf,2020-08-18T03:30:00+02:00,2428,45,2256
Ennepe-Ruhr-Kreis,2020-08-18T03:30:00+02:00,667,14,594
Essen,2020-08-18T03:30:00+02:00,1477,46,1260
Euskirchen (Kreis),2020-08-18T03:30:00+02:00,658,26,589
Gelsenkirchen,2020-08-18T03:30:00+02:00,735,19,616
Gütersloh (Kreis),2020-08-18T03:30:00+02:00,2775,20,2662
Hagen,2020-08-18T03:30:00+02:00,589,13,502
Hamm,2020-08-18T03:30:00+02:00,660,36,577
Heinsberg (Kreis),2020-08-18T03:30:00+02:00,2026,87,1889
Herford (Kreis),2020-08-18T03:30:00+02:00,525,8,451
Herne,2020-08-18T03:30:00+02:00,414,5,331
Hochsauerlandkreis,2020-08-18T03:30:00+02:00,787,18,694
Höxter (Kreis),2020-08-18T03:30:00+02:00,392,18,359
Kleve (Kreis),2020-08-18T03:30:00+02:00,1003,37,885
Köln,2020-08-18T03:30:00+02:00,3323,110,3021
Krefeld,2020-08-18T03:30:00+02:00,780,24,713
Leverkusen,2020-08-18T03:30:00+02:00,367,5,307
Lippe (Kreis),2020-08-18T03:30:00+02:00,857,30,766
Märkischer Kreis,2020-08-18T03:30:00+02:00,832,32,663
Mettmann (Kreis),2020-08-18T03:30:00+02:00,1599,83,1399
Minden-Lübbecke (Kreis),2020-08-18T03:30:00+02:00,667,13,586
Mönchengladbach,2020-08-18T03:30:00+02:00,919,47,778
Mülheim / Ruhr,2020-08-18T03:30:00+02:00,398,14,346
Münster,2020-08-18T03:30:00+02:00,880,13,779
Oberbergischer Kreis,2020-08-18T03:30:00+02:00,577,18,517
Oberhausen,2020-08-18T03:30:00+02:00,464,12,383
Olpe (Kreis),2020-08-18T03:30:00+02:00,722,56,637
Paderborn (Kreis),2020-08-18T03:30:00+02:00,795,34,726
Recklinghausen (Kreis),2020-08-18T03:30:00+02:00,1722,43,1528
Remscheid,2020-08-18T03:30:00+02:00,315,18,263
Rhein-Erft-Kreis,2020-08-18T03:30:00+02:00,1344,78,1150
Rheinisch-Bergischer Kreis,2020-08-18T03:30:00+02:00,576,23,498
Rhein-Kreis Neuss,2020-08-18T03:30:00+02:00,1057,23,942
Rhein-Sieg-Kreis,2020-08-18T03:30:00+02:00,1706,53,1568
Siegen-Wittgenstein (Kreis),2020-08-18T03:30:00+02:00,489,8,357
Soest (Kreis),2020-08-18T03:30:00+02:00,471,8,407
Solingen,2020-08-18T03:30:00+02:00,432,12,363
Steinfurt (Kreis),2020-08-18T03:30:00+02:00,1531,87,1352
Unna (Kreis),2020-08-18T03:30:00+02:00,1089,40,851
Viersen (Kreis),2020-08-18T03:30:00+02:00,857,37,754
Warendorf (Kreis),2020-08-18T03:30:00+02:00,929,20,859
Wesel (Kreis),2020-08-18T03:30:00+02:00,1118,28,916
Wuppertal,2020-08-18T03:30:00+02:00,1292,86,1066
