Area,Date,Confirmed,Deaths
Aachen & Städteregion Aachen,2020-04-02T10:00:00+02:00,1029,21
Bielefeld,2020-04-02T10:00:00+02:00,316,0
Bochum,2020-04-02T10:00:00+02:00,275,7
Bonn,2020-04-02T10:00:00+02:00,294,1
Borken (Kreis),2020-04-02T10:00:00+02:00,525,8
Bottrop,2020-04-02T10:00:00+02:00,45,1
Coesfeld (Kreis),2020-04-02T10:00:00+02:00,358,7
Dortmund,2020-04-02T10:00:00+02:00,334,1
Duisburg,2020-04-02T10:00:00+02:00,338,2
Düren (Kreis),2020-04-02T10:00:00+02:00,282,5
Düsseldorf,2020-04-02T10:00:00+02:00,496,4
Ennepe-Ruhr-Kreis,2020-04-02T10:00:00+02:00,216,1
Essen,2020-04-02T10:00:00+02:00,420,7
Euskirchen (Kreis),2020-04-02T10:00:00+02:00,154,2
Gelsenkirchen,2020-04-02T10:00:00+02:00,129,1
Gütersloh (Kreis),2020-04-02T10:00:00+02:00,401,1
Hagen,2020-04-02T10:00:00+02:00,92,2
Hamm,2020-04-02T10:00:00+02:00,182,2
Heinsberg (Kreis),2020-04-02T10:00:00+02:00,1377,39
Herford (Kreis),2020-04-02T10:00:00+02:00,176,1
Herne ,2020-04-02T10:00:00+02:00,64,0
Hochsauerlandkreis (Kreis),2020-04-02T10:00:00+02:00,313,1
Höxter (Kreis),2020-04-02T10:00:00+02:00,76,0
Kleve (Kreis),2020-04-02T10:00:00+02:00,258,2
Köln,2020-04-02T10:00:00+02:00,1499,16
Krefeld,2020-04-02T10:00:00+02:00,240,1
Leverkusen,2020-04-02T10:00:00+02:00,131,0
Lippe (Kreis),2020-04-02T10:00:00+02:00,347,3
Märkischer Kreis,2020-04-02T10:00:00+02:00,160,1
Mettmann (Kreis),2020-04-02T10:00:00+02:00,379,7
Minden-Lübbecke (Kreis),2020-04-02T10:00:00+02:00,340,0
Mönchengladbach,2020-04-02T10:00:00+02:00,217,1
Mülheim / Ruhr,2020-04-02T10:00:00+02:00,86,2
Münster,2020-04-02T10:00:00+02:00,503,2
Oberbergischer Kreis,2020-04-02T10:00:00+02:00,276,2
Oberhausen,2020-04-02T10:00:00+02:00,78,0
Olpe (Kreis),2020-04-02T10:00:00+02:00,150,1
Paderborn (Kreis),2020-04-02T10:00:00+02:00,275,4
Recklinghausen (Kreis),2020-04-02T10:00:00+02:00,417,1
Remscheid,2020-04-02T10:00:00+02:00,78,1
Rhein-Erft-Kreis,2020-04-02T10:00:00+02:00,428,4
Rheinisch-Bergischer Kreis,2020-04-02T10:00:00+02:00,220,3
Rhein-Kreis Neuss,2020-04-02T10:00:00+02:00,377,6
Rhein-Sieg-Kreis,2020-04-02T10:00:00+02:00,581,2
Siegen-Wittgenstein (Kreis),2020-04-02T10:00:00+02:00,112,2
Soest (Kreis),2020-04-02T10:00:00+02:00,225,1
Solingen,2020-04-02T10:00:00+02:00,112,1
Steinfurt (Kreis),2020-04-02T10:00:00+02:00,469,3
Unna (Kreis),2020-04-02T10:00:00+02:00,235,3
Viersen (Kreis),2020-04-02T10:00:00+02:00,320,5
Warendorf (Kreis),2020-04-02T10:00:00+02:00,322,2
Wesel (Kreis),2020-04-02T10:00:00+02:00,254,2
Wuppertal,2020-04-02T10:00:00+02:00,251,4
