Area,Date,EConfirmed,EDeaths,Recovered
Aachen & Städteregion Aachen,2020-05-10T03:30:00+02:00,1903,85,1720
Bielefeld,2020-05-10T03:30:00+02:00,387,3,338
Bochum,2020-05-10T03:30:00+02:00,455,17,397
Bonn,2020-05-10T03:30:00+02:00,686,6,509
Borken (Kreis),2020-05-10T03:30:00+02:00,919,37,792
Bottrop,2020-05-10T03:30:00+02:00,177,6,127
Coesfeld (Kreis),2020-05-10T03:30:00+02:00,714,23,450
Dortmund,2020-05-10T03:30:00+02:00,709,6,629
Duisburg,2020-05-10T03:30:00+02:00,988,34,763
Düren (Kreis),2020-05-10T03:30:00+02:00,571,37,492
Düsseldorf,2020-05-10T03:30:00+02:00,1163,27,939
Ennepe-Ruhr-Kreis,2020-05-10T03:30:00+02:00,408,13,332
Essen,2020-05-10T03:30:00+02:00,787,34,651
Euskirchen (Kreis),2020-05-10T03:30:00+02:00,407,18,278
Gelsenkirchen,2020-05-10T03:30:00+02:00,357,12,279
Gütersloh (Kreis),2020-05-10T03:30:00+02:00,593,19,549
Hagen,2020-05-10T03:30:00+02:00,302,10,199
Hamm,2020-05-10T03:30:00+02:00,460,33,315
Heinsberg (Kreis),2020-05-10T03:30:00+02:00,1787,67,1587
Herford (Kreis),2020-05-10T03:30:00+02:00,328,7,290
Herne,2020-05-10T03:30:00+02:00,177,1,138
Hochsauerlandkreis,2020-05-10T03:30:00+02:00,589,18,509
Höxter (Kreis),2020-05-10T03:30:00+02:00,315,15,243
Kleve (Kreis),2020-05-10T03:30:00+02:00,590,29,467
Köln,2020-05-10T03:30:00+02:00,2367,92,2170
Krefeld,2020-05-10T03:30:00+02:00,551,21,450
Leverkusen,2020-05-10T03:30:00+02:00,214,5,185
Lippe (Kreis),2020-05-10T03:30:00+02:00,738,29,565
Märkischer Kreis,2020-05-10T03:30:00+02:00,582,25,412
Mettmann (Kreis),2020-05-10T03:30:00+02:00,887,67,724
Minden-Lübbecke (Kreis),2020-05-10T03:30:00+02:00,453,7,379
Mönchengladbach,2020-05-10T03:30:00+02:00,534,37,387
Mülheim / Ruhr,2020-05-10T03:30:00+02:00,186,9,151
Münster,2020-05-10T03:30:00+02:00,644,13,613
Oberbergischer Kreis,2020-05-10T03:30:00+02:00,464,15,405
Oberhausen,2020-05-10T03:30:00+02:00,244,3,178
Olpe (Kreis),2020-05-10T03:30:00+02:00,603,47,510
Paderborn (Kreis),2020-05-10T03:30:00+02:00,596,30,484
Recklinghausen (Kreis),2020-05-10T03:30:00+02:00,1171,32,936
Remscheid,2020-05-10T03:30:00+02:00,223,15,211
Rhein-Erft-Kreis,2020-05-10T03:30:00+02:00,1044,64,848
Rheinisch-Bergischer Kreis,2020-05-10T03:30:00+02:00,441,18,350
Rhein-Kreis Neuss,2020-05-10T03:30:00+02:00,650,18,557
Rhein-Sieg-Kreis,2020-05-10T03:30:00+02:00,1201,45,1044
Siegen-Wittgenstein (Kreis),2020-05-10T03:30:00+02:00,303,8,237
Soest (Kreis),2020-05-10T03:30:00+02:00,352,6,324
Solingen,2020-05-10T03:30:00+02:00,233,7,205
Steinfurt (Kreis),2020-05-10T03:30:00+02:00,1290,74,1053
Unna (Kreis),2020-05-10T03:30:00+02:00,646,31,402
Viersen (Kreis),2020-05-10T03:30:00+02:00,678,33,440
Warendorf (Kreis),2020-05-10T03:30:00+02:00,476,16,415
Wesel (Kreis),2020-05-10T03:30:00+02:00,547,26,438
Wuppertal,2020-05-10T03:30:00+02:00,856,74,595
