Area,Date,EConfirmed,EDeaths,Recovered
Aachen & Städteregion Aachen,2020-07-12T03:30:00+02:00,2013,100,1908
Bielefeld,2020-07-12T03:30:00+02:00,498,5,443
Bochum,2020-07-12T03:30:00+02:00,645,19,593
Bonn,2020-07-12T03:30:00+02:00,772,9,750
Borken (Kreis),2020-07-12T03:30:00+02:00,1122,38,1073
Bottrop,2020-07-12T03:30:00+02:00,223,7,206
Coesfeld (Kreis),2020-07-12T03:30:00+02:00,881,25,850
Dortmund,2020-07-12T03:30:00+02:00,1081,14,919
Duisburg,2020-07-12T03:30:00+02:00,1708,60,1443
Düren (Kreis),2020-07-12T03:30:00+02:00,621,39,577
Düsseldorf,2020-07-12T03:30:00+02:00,1964,42,1681
Ennepe-Ruhr-Kreis,2020-07-12T03:30:00+02:00,495,14,451
Essen,2020-07-12T03:30:00+02:00,1027,41,928
Euskirchen (Kreis),2020-07-12T03:30:00+02:00,521,23,455
Gelsenkirchen,2020-07-12T03:30:00+02:00,553,17,478
Gütersloh (Kreis),2020-07-12T03:30:00+02:00,2552,20,1992
Hagen,2020-07-12T03:30:00+02:00,431,13,375
Hamm,2020-07-12T03:30:00+02:00,571,36,502
Heinsberg (Kreis),2020-07-12T03:30:00+02:00,1957,81,1852
Herford (Kreis),2020-07-12T03:30:00+02:00,397,7,365
Herne,2020-07-12T03:30:00+02:00,269,2,229
Hochsauerlandkreis,2020-07-12T03:30:00+02:00,655,17,603
Höxter (Kreis),2020-07-12T03:30:00+02:00,372,18,353
Kleve (Kreis),2020-07-12T03:30:00+02:00,820,37,772
Köln,2020-07-12T03:30:00+02:00,2677,106,2494
Krefeld,2020-07-12T03:30:00+02:00,678,23,628
Leverkusen,2020-07-12T03:30:00+02:00,269,5,246
Lippe (Kreis),2020-07-12T03:30:00+02:00,770,29,731
Märkischer Kreis,2020-07-12T03:30:00+02:00,640,31,586
Mettmann (Kreis),2020-07-12T03:30:00+02:00,1117,81,943
Minden-Lübbecke (Kreis),2020-07-12T03:30:00+02:00,502,13,488
Mönchengladbach,2020-07-12T03:30:00+02:00,711,41,633
Mülheim / Ruhr,2020-07-12T03:30:00+02:00,286,14,251
Münster,2020-07-12T03:30:00+02:00,734,13,719
Oberbergischer Kreis,2020-07-12T03:30:00+02:00,504,18,474
Oberhausen,2020-07-12T03:30:00+02:00,316,11,284
Olpe (Kreis),2020-07-12T03:30:00+02:00,662,56,598
Paderborn (Kreis),2020-07-12T03:30:00+02:00,729,34,668
Recklinghausen (Kreis),2020-07-12T03:30:00+02:00,1426,40,1335
Remscheid,2020-07-12T03:30:00+02:00,245,18,226
Rhein-Erft-Kreis,2020-07-12T03:30:00+02:00,1130,76,1036
Rheinisch-Bergischer Kreis,2020-07-12T03:30:00+02:00,486,22,451
Rhein-Kreis Neuss,2020-07-12T03:30:00+02:00,801,21,747
Rhein-Sieg-Kreis,2020-07-12T03:30:00+02:00,1478,50,1413
Siegen-Wittgenstein (Kreis),2020-07-12T03:30:00+02:00,318,8,307
Soest (Kreis),2020-07-12T03:30:00+02:00,396,8,379
Solingen,2020-07-12T03:30:00+02:00,304,10,278
Steinfurt (Kreis),2020-07-12T03:30:00+02:00,1354,83,1258
Unna (Kreis),2020-07-12T03:30:00+02:00,781,39,588
Viersen (Kreis),2020-07-12T03:30:00+02:00,742,37,697
Warendorf (Kreis),2020-07-12T03:30:00+02:00,842,20,717
Wesel (Kreis),2020-07-12T03:30:00+02:00,840,27,692
Wuppertal,2020-07-12T03:30:00+02:00,1029,86,903
