Area,Date,EConfirmed,EDeaths,Recovered
Aachen & Städteregion Aachen,2020-09-30T03:30:00+02:00,2702,104,2547
Bielefeld,2020-09-30T03:30:00+02:00,922,9,814
Bochum,2020-09-30T03:30:00+02:00,1312,28,1135
Bonn,2020-09-30T03:30:00+02:00,1232,9,1160
Borken (Kreis),2020-09-30T03:30:00+02:00,1359,38,1257
Bottrop,2020-09-30T03:30:00+02:00,361,7,322
Coesfeld (Kreis),2020-09-30T03:30:00+02:00,953,25,906
Dortmund,2020-09-30T03:30:00+02:00,2047,21,1770
Duisburg,2020-09-30T03:30:00+02:00,2837,71,2559
Düren (Kreis),2020-09-30T03:30:00+02:00,1005,42,909
Düsseldorf,2020-09-30T03:30:00+02:00,3170,48,2981
Ennepe-Ruhr-Kreis,2020-09-30T03:30:00+02:00,863,15,796
Essen,2020-09-30T03:30:00+02:00,2036,48,1758
Euskirchen (Kreis),2020-09-30T03:30:00+02:00,767,27,699
Gelsenkirchen,2020-09-30T03:30:00+02:00,1152,19,881
Gütersloh (Kreis),2020-09-30T03:30:00+02:00,3009,20,2908
Hagen,2020-09-30T03:30:00+02:00,785,14,693
Hamm,2020-09-30T03:30:00+02:00,1034,38,722
Heinsberg (Kreis),2020-09-30T03:30:00+02:00,2168,94,2005
Herford (Kreis),2020-09-30T03:30:00+02:00,649,8,600
Herne,2020-09-30T03:30:00+02:00,553,7,494
Hochsauerlandkreis,2020-09-30T03:30:00+02:00,887,19,846
Höxter (Kreis),2020-09-30T03:30:00+02:00,441,18,404
Kleve (Kreis),2020-09-30T03:30:00+02:00,1128,37,1043
Köln,2020-09-30T03:30:00+02:00,4984,120,4269
Krefeld,2020-09-30T03:30:00+02:00,1014,28,894
Leverkusen,2020-09-30T03:30:00+02:00,568,8,465
Lippe (Kreis),2020-09-30T03:30:00+02:00,997,31,904
Märkischer Kreis,2020-09-30T03:30:00+02:00,1089,32,949
Mettmann (Kreis),2020-09-30T03:30:00+02:00,1979,87,1814
Minden-Lübbecke (Kreis),2020-09-30T03:30:00+02:00,921,14,812
Mönchengladbach,2020-09-30T03:30:00+02:00,1084,51,995
Mülheim / Ruhr,2020-09-30T03:30:00+02:00,622,14,578
Münster,2020-09-30T03:30:00+02:00,1065,13,965
Oberbergischer Kreis,2020-09-30T03:30:00+02:00,864,19,663
Oberhausen,2020-09-30T03:30:00+02:00,609,14,557
Olpe (Kreis),2020-09-30T03:30:00+02:00,801,56,731
Paderborn (Kreis),2020-09-30T03:30:00+02:00,899,34,830
Recklinghausen (Kreis),2020-09-30T03:30:00+02:00,2212,46,1969
Remscheid,2020-09-30T03:30:00+02:00,517,19,394
Rhein-Erft-Kreis,2020-09-30T03:30:00+02:00,1731,78,1522
Rheinisch-Bergischer Kreis,2020-09-30T03:30:00+02:00,756,22,657
Rhein-Kreis Neuss,2020-09-30T03:30:00+02:00,1383,24,1228
Rhein-Sieg-Kreis,2020-09-30T03:30:00+02:00,2139,54,1973
Siegen-Wittgenstein (Kreis),2020-09-30T03:30:00+02:00,722,8,546
Soest (Kreis),2020-09-30T03:30:00+02:00,561,9,494
Solingen,2020-09-30T03:30:00+02:00,637,13,554
Steinfurt (Kreis),2020-09-30T03:30:00+02:00,1835,93,1590
Unna (Kreis),2020-09-30T03:30:00+02:00,1296,42,1130
Viersen (Kreis),2020-09-30T03:30:00+02:00,1019,37,945
Warendorf (Kreis),2020-09-30T03:30:00+02:00,1052,21,960
Wesel (Kreis),2020-09-30T03:30:00+02:00,1381,31,1211
Wuppertal,2020-09-30T03:30:00+02:00,1711,88,1533
