Area,Date,EConfirmed,EDeaths,Recovered
Aachen & Städteregion Aachen,2020-08-28T03:30:00+02:00,2327,102,2149
Bielefeld,2020-08-28T03:30:00+02:00,730,7,656
Bochum,2020-08-28T03:30:00+02:00,1032,27,928
Bonn,2020-08-28T03:30:00+02:00,1001,9,939
Borken (Kreis),2020-08-28T03:30:00+02:00,1251,38,1157
Bottrop,2020-08-28T03:30:00+02:00,303,7,282
Coesfeld (Kreis),2020-08-28T03:30:00+02:00,910,25,878
Dortmund,2020-08-28T03:30:00+02:00,1626,20,1403
Duisburg,2020-08-28T03:30:00+02:00,2406,67,2180
Düren (Kreis),2020-08-28T03:30:00+02:00,863,40,776
Düsseldorf,2020-08-28T03:30:00+02:00,2626,46,2422
Ennepe-Ruhr-Kreis,2020-08-28T03:30:00+02:00,729,15,647
Essen,2020-08-28T03:30:00+02:00,1590,46,1441
Euskirchen (Kreis),2020-08-28T03:30:00+02:00,691,26,629
Gelsenkirchen,2020-08-28T03:30:00+02:00,804,20,711
Gütersloh (Kreis),2020-08-28T03:30:00+02:00,2837,20,2755
Hagen,2020-08-28T03:30:00+02:00,642,14,574
Hamm,2020-08-28T03:30:00+02:00,697,37,613
Heinsberg (Kreis),2020-08-28T03:30:00+02:00,2070,90,1904
Herford (Kreis),2020-08-28T03:30:00+02:00,548,8,514
Herne,2020-08-28T03:30:00+02:00,442,5,407
Hochsauerlandkreis,2020-08-28T03:30:00+02:00,814,18,755
Höxter (Kreis),2020-08-28T03:30:00+02:00,406,18,375
Kleve (Kreis),2020-08-28T03:30:00+02:00,1033,37,971
Köln,2020-08-28T03:30:00+02:00,3574,113,3215
Krefeld,2020-08-28T03:30:00+02:00,825,24,734
Leverkusen,2020-08-28T03:30:00+02:00,409,6,321
Lippe (Kreis),2020-08-28T03:30:00+02:00,891,31,810
Märkischer Kreis,2020-08-28T03:30:00+02:00,913,32,751
Mettmann (Kreis),2020-08-28T03:30:00+02:00,1701,83,1535
Minden-Lübbecke (Kreis),2020-08-28T03:30:00+02:00,720,13,586
Mönchengladbach,2020-08-28T03:30:00+02:00,964,49,842
Mülheim / Ruhr,2020-08-28T03:30:00+02:00,446,14,405
Münster,2020-08-28T03:30:00+02:00,919,13,861
Oberbergischer Kreis,2020-08-28T03:30:00+02:00,613,18,548
Oberhausen,2020-08-28T03:30:00+02:00,495,13,447
Olpe (Kreis),2020-08-28T03:30:00+02:00,749,56,661
Paderborn (Kreis),2020-08-28T03:30:00+02:00,824,34,751
Recklinghausen (Kreis),2020-08-28T03:30:00+02:00,1829,44,1649
Remscheid,2020-08-28T03:30:00+02:00,347,18,293
Rhein-Erft-Kreis,2020-08-28T03:30:00+02:00,1431,78,1228
Rheinisch-Bergischer Kreis,2020-08-28T03:30:00+02:00,616,22,553
Rhein-Kreis Neuss,2020-08-28T03:30:00+02:00,1125,23,1031
Rhein-Sieg-Kreis,2020-08-28T03:30:00+02:00,1818,53,1663
Siegen-Wittgenstein (Kreis),2020-08-28T03:30:00+02:00,524,8,440
Soest (Kreis),2020-08-28T03:30:00+02:00,486,8,464
Solingen,2020-08-28T03:30:00+02:00,462,13,404
Steinfurt (Kreis),2020-08-28T03:30:00+02:00,1586,88,1433
Unna (Kreis),2020-08-28T03:30:00+02:00,1132,41,978
Viersen (Kreis),2020-08-28T03:30:00+02:00,880,37,801
Warendorf (Kreis),2020-08-28T03:30:00+02:00,946,20,899
Wesel (Kreis),2020-08-28T03:30:00+02:00,1188,28,1041
Wuppertal,2020-08-28T03:30:00+02:00,1395,86,1210
