Area,Date,Confirmed,Deaths
Aachen & Städteregion Aachen,2020-03-27T10:00:00+01:00,649,10
Bielefeld,2020-03-27T10:00:00+01:00,132,0
Bochum,2020-03-27T10:00:00+01:00,186,4
Bonn,2020-03-27T10:00:00+01:00,222,1
Borken (Kreis),2020-03-27T10:00:00+01:00,368,3
Bottrop,2020-03-27T10:00:00+01:00,23,1
Coesfeld (Kreis),2020-03-27T10:00:00+01:00,232,0
Dortmund,2020-03-27T10:00:00+01:00,232,0
Duisburg,2020-03-27T10:00:00+01:00,245,1
Düren (Kreis),2020-03-27T10:00:00+01:00,192,1
Düsseldorf,2020-03-27T10:00:00+01:00,317,2
Ennepe-Ruhr-Kreis,2020-03-27T10:00:00+01:00,99,1
Essen,2020-03-27T10:00:00+01:00,292,5
Euskirchen (Kreis),2020-03-27T10:00:00+01:00,76,0
Gelsenkirchen,2020-03-27T10:00:00+01:00,62,0
Gütersloh (Kreis),2020-03-27T10:00:00+01:00,315,1
Hagen,2020-03-27T10:00:00+01:00,55,2
Hamm,2020-03-27T10:00:00+01:00,117,1
Heinsberg (Kreis),2020-03-27T10:00:00+01:00,1150,29
Herford (Kreis),2020-03-27T10:00:00+01:00,123,0
Herne ,2020-03-27T10:00:00+01:00,42,0
Hochsauerlandkreis (Kreis),2020-03-27T10:00:00+01:00,183,0
Höxter (Kreis),2020-03-27T10:00:00+01:00,47,0
Kleve (Kreis),2020-03-27T10:00:00+01:00,192,1
Köln,2020-03-27T10:00:00+01:00,1017,4
Krefeld,2020-03-27T10:00:00+01:00,147,0
Leverkusen,2020-03-27T10:00:00+01:00,82,0
Lippe (Kreis),2020-03-27T10:00:00+01:00,230,1
Märkischer Kreis,2020-03-27T10:00:00+01:00,81,0
Mettmann (Kreis),2020-03-27T10:00:00+01:00,249,3
Minden-Lübbecke (Kreis),2020-03-27T10:00:00+01:00,223,0
Mönchengladbach,2020-03-27T10:00:00+01:00,146,0
Mülheim / Ruhr,2020-03-27T10:00:00+01:00,53,0
Münster,2020-03-27T10:00:00+01:00,371,1
Oberbergischer Kreis,2020-03-27T10:00:00+01:00,152,0
Oberhausen,2020-03-27T10:00:00+01:00,54,0
Olpe (Kreis),2020-03-27T10:00:00+01:00,66,0
Paderborn (Kreis),2020-03-27T10:00:00+01:00,139,0
Recklinghausen (Kreis),2020-03-27T10:00:00+01:00,264,0
Remscheid,2020-03-27T10:00:00+01:00,41,0
Rhein-Erft-Kreis,2020-03-27T10:00:00+01:00,276,1
Rheinisch-Bergischer Kreis,2020-03-27T10:00:00+01:00,162,1
Rhein-Kreis Neuss,2020-03-27T10:00:00+01:00,245,3
Rhein-Sieg-Kreis,2020-03-27T10:00:00+01:00,417,2
Siegen-Wittgenstein (Kreis),2020-03-27T10:00:00+01:00,77,0
Soest (Kreis),2020-03-27T10:00:00+01:00,145,0
Solingen,2020-03-27T10:00:00+01:00,71,0
Steinfurt (Kreis),2020-03-27T10:00:00+01:00,298,0
Unna (Kreis),2020-03-27T10:00:00+01:00,146,0
Viersen (Kreis),2020-03-27T10:00:00+01:00,220,1
Warendorf (Kreis),2020-03-27T10:00:00+01:00,254,1
Wesel (Kreis),2020-03-27T10:00:00+01:00,184,2
Wuppertal,2020-03-27T10:00:00+01:00,162,2
